negatives
"frozenset({'Q9Y624', 'TNFalpha', 'P12830'})"
"frozenset({'Q9NP97', 'Q99547', 'TNFalpha'})"
"frozenset({'Q7Z3S9', 'TNFalpha', 'O15197'})"
"frozenset({'O75365', 'O95816', 'TNFalpha'})"
"frozenset({'Q9HBA0', 'TNFalpha', 'Q14244'})"
"frozenset({'Q9BSJ2', 'P68363', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q29RF7', 'O75530'})"
"frozenset({'Q9Y3C1', 'Q9NS39', 'TNFalpha'})"
"frozenset({'P53355', 'Q86YT6', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P05455', 'O95166'})"
"frozenset({'O14508', 'TNFalpha', 'P08069'})"
"frozenset({'Q9BV73', 'TNFalpha', 'Q3V6T2'})"
"frozenset({'P68104', 'Q7L0Y3', 'TNFalpha'})"
"frozenset({'P27694', 'TNFalpha', 'O75533'})"
"frozenset({'O76083', 'TNFalpha', 'Q9H8Y8'})"
"frozenset({'P06748', 'Q86U42', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q93009', 'O43670'})"
"frozenset({'Q3LI64', 'Q8IUC1', 'TNFalpha'})"
"frozenset({'Q01167', 'P29375', 'TNFalpha'})"
"frozenset({'P52333', 'Q13261', 'TNFalpha'})"
"frozenset({'P26038', 'P40939', 'TNFalpha'})"
"frozenset({'P05062', 'Q8NFJ9', 'TNFalpha'})"
"frozenset({'P26367', 'Q9Y2V3', 'TNFalpha'})"
"frozenset({'P63252', 'O60296', 'TNFalpha'})"
"frozenset({'P15336', 'TNFalpha', 'P13501'})"
"frozenset({'Q9BYR8', 'Q7L0R7', 'TNFalpha'})"
"frozenset({'Q92793', 'TNFalpha', 'Q03164'})"
"frozenset({'Q6PI78', 'TNFalpha', 'Q9HDC5'})"
"frozenset({'TNFalpha', 'O00410', 'P04629'})"
"frozenset({'P63096', 'Q8IVA1', 'TNFalpha'})"
"frozenset({'P30876', 'TNFalpha', 'Q9H9Y4'})"
"frozenset({'Q8N2I9', 'P18850', 'TNFalpha'})"
"frozenset({'P29401', 'P78318', 'TNFalpha'})"
"frozenset({'O43318', 'TNFalpha', 'Q13557'})"
"frozenset({'P59998', 'TNFalpha', 'Q9NXV6'})"
"frozenset({'Q9NXF8', 'Q9UBU9', 'TNFalpha'})"
"frozenset({'Q16854', 'O43854', 'TNFalpha'})"
"frozenset({'Q08379', 'TNFalpha', 'P78337'})"
"frozenset({'TNFalpha', 'Q9Y6R4', 'P22415'})"
"frozenset({'Q9Y478', 'Q9H9S4', 'TNFalpha'})"
"frozenset({'P55036', 'TNFalpha', 'P17980'})"
"frozenset({'O14936', 'O14964', 'TNFalpha'})"
"frozenset({'Q7Z6G3', 'P20807', 'TNFalpha'})"
"frozenset({'A1L4K1', 'Q96EZ8', 'TNFalpha'})"
"frozenset({'Q9UII4', 'P18146', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O14640', 'P62879'})"
"frozenset({'P07585', 'TNFalpha', 'P04626'})"
"frozenset({'TNFalpha', 'Q13151', 'Q99496'})"
"frozenset({'O95786', 'Q9UHD2', 'TNFalpha'})"
"frozenset({'Q99683', 'Q09472', 'TNFalpha'})"
"frozenset({'P06493', 'TNFalpha', 'Q9NYG5'})"
"frozenset({'O95292', 'Q9BXW6', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q8IUN9', 'Q5BVD1'})"
"frozenset({'Q13228', 'Q03405', 'TNFalpha'})"
"frozenset({'Q9Y296', 'TNFalpha', 'Q86SZ2'})"
"frozenset({'TNFalpha', 'Q09472', 'P23769'})"
"frozenset({'Q9HBH7', 'TNFalpha', 'P21802'})"
"frozenset({'Q8IY81', 'TNFalpha', 'Q16666'})"
"frozenset({'P19878', 'Q16539', 'TNFalpha'})"
"frozenset({'P06748', 'P62913', 'TNFalpha'})"
"frozenset({'O75147', 'Q02809', 'TNFalpha'})"
"frozenset({'P35579', 'Q8N9B5', 'TNFalpha'})"
"frozenset({'P62753', 'TNFalpha', 'P09651'})"
"frozenset({'Q9Y3B7', 'TNFalpha', 'P09651'})"
"frozenset({'O95490', 'Q13286', 'TNFalpha'})"
"frozenset({'Q92597', 'TNFalpha', 'P52209'})"
"frozenset({'Q9Y4J8', 'Q15436', 'TNFalpha'})"
"frozenset({'P60409', 'Q92824', 'TNFalpha'})"
"frozenset({'Q8NFZ5', 'O15111', 'TNFalpha'})"
"frozenset({'Q99877', 'O15265', 'TNFalpha'})"
"frozenset({'Q9P0P0', 'Q5VVX9', 'TNFalpha'})"
"frozenset({'O15162', 'P03973', 'TNFalpha'})"
"frozenset({'P16591', 'P46108', 'TNFalpha'})"
"frozenset({'Q96T76', 'O95466', 'TNFalpha'})"
"frozenset({'Q99848', 'Q9GZR7', 'TNFalpha'})"
"frozenset({'Q92529', 'TNFalpha', 'P09769'})"
"frozenset({'P26006', 'Q14031', 'TNFalpha'})"
"frozenset({'O00213', 'TNFalpha', 'O00141'})"
"frozenset({'TNFalpha', 'P22736', 'Q9Y618'})"
"frozenset({'Q96I34', 'TNFalpha', 'Q9UHX1'})"
"frozenset({'Q99570', 'TNFalpha', 'Q9Y6G3'})"
"frozenset({'Q92793', 'Q14191', 'TNFalpha'})"
"frozenset({'Q96NL6', 'Q9H425', 'TNFalpha'})"
"frozenset({'Q2M389', 'TNFalpha', 'Q15796'})"
"frozenset({'P22612', 'Q8NGP3', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q13501', 'Q8NBX0'})"
"frozenset({'P26368', 'Q99590', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q14247', 'P04629'})"
"frozenset({'Q15102', 'Q9Y4G2', 'TNFalpha'})"
"frozenset({'Q8N2I9', 'TNFalpha', 'Q14181'})"
"frozenset({'Q14134', 'P14373', 'TNFalpha'})"
"frozenset({'Q9UNS2', 'P35354', 'TNFalpha'})"
"frozenset({'P19793', 'TNFalpha', 'Q92831'})"
"frozenset({'Q8ND24', 'TNFalpha', 'Q08379'})"
"frozenset({'Q13009', 'Q9Y597', 'TNFalpha'})"
"frozenset({'P16104', 'O76064', 'TNFalpha'})"
"frozenset({'Q8TBB1', 'TNFalpha', 'Q9UKT9'})"
"frozenset({'Q9NX20', 'TNFalpha', 'Q9BZE1'})"
"frozenset({'Q9C0B1', 'Q9HA38', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q14137', 'P49407'})"
"frozenset({'P35372', 'P63218', 'TNFalpha'})"
"frozenset({'Q00839', 'TNFalpha', 'P20333'})"
"frozenset({'O00763', 'TNFalpha', 'Q13131'})"
"frozenset({'Q9BWT7', 'Q96LL4', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P27348', 'Q96CV9'})"
"frozenset({'P60709', 'TNFalpha', 'P46783'})"
"frozenset({'P02008', 'TNFalpha', 'P60411'})"
"frozenset({'Q9UNE7', 'TNFalpha', 'P07900'})"
"frozenset({'O96008', 'Q9NVA2', 'TNFalpha'})"
"frozenset({'O15226', 'TNFalpha', 'Q9H0D6'})"
"frozenset({'Q96QT6', 'TNFalpha', 'Q9H4Z2'})"
"frozenset({'P62258', 'Q9UI47', 'TNFalpha'})"
"frozenset({'P23508', 'Q96EY4', 'TNFalpha'})"
"frozenset({'O43293', 'TNFalpha', 'Q00987'})"
"frozenset({'Q8TDY2', 'Q14289', 'TNFalpha'})"
"frozenset({'Q9P0N5', 'TNFalpha', 'P43307'})"
"frozenset({'Q9BVC6', 'Q9P0N5', 'TNFalpha'})"
"frozenset({'Q15061', 'P05412', 'TNFalpha'})"
"frozenset({'Q9BXB1', 'Q7Z3J3', 'TNFalpha'})"
"frozenset({'Q8IWV1', 'TNFalpha', 'P06239'})"
"frozenset({'P12004', 'P23508', 'TNFalpha'})"
"frozenset({'P08581', 'P01116', 'TNFalpha'})"
"frozenset({'P46531', 'TNFalpha', 'Q9UQE7'})"
"frozenset({'Q30167', 'TNFalpha', 'Q8TCQ1'})"
"frozenset({'TNFalpha', 'P11586', 'Q9NP81'})"
"frozenset({'P22087', 'Q9NQT5', 'TNFalpha'})"
"frozenset({'P13727', 'Q15744', 'TNFalpha'})"
"frozenset({'Q15139', 'Q9NRA0', 'TNFalpha'})"
"frozenset({'Q99459', 'Q8WXD5', 'TNFalpha'})"
"frozenset({'Q96F07', 'Q96L34', 'TNFalpha'})"
"frozenset({'Q16718', 'Q16795', 'TNFalpha'})"
"frozenset({'Q5BJH2', 'Q13387', 'TNFalpha'})"
"frozenset({'Q9NP77', 'Q15833', 'TNFalpha'})"
"frozenset({'Q16658', 'Q9NVI1', 'TNFalpha'})"
"frozenset({'Q9NVX0', 'TNFalpha', 'Q9BT25'})"
"frozenset({'TNFalpha', 'P13639', 'P52209'})"
"frozenset({'TNFalpha', 'Q5JVL4', 'P05783'})"
"frozenset({'Q96D15', 'TNFalpha', 'P42226'})"
"frozenset({'Q99504', 'Q93062', 'TNFalpha'})"
"frozenset({'Q9H9Y6', 'TNFalpha', 'O43670'})"
"frozenset({'P39748', 'TNFalpha', 'P18206'})"
"frozenset({'Q70EL3', 'TNFalpha', 'P07900'})"
"frozenset({'Q9P2M4', 'TNFalpha', 'O14980'})"
"frozenset({'Q16537', 'TNFalpha', 'Q01668'})"
"frozenset({'Q8IVT5', 'O75694', 'TNFalpha'})"
"frozenset({'P14136', 'O14964', 'TNFalpha'})"
"frozenset({'P26641', 'TNFalpha', 'Q06265'})"
"frozenset({'Q15139', 'P17252', 'TNFalpha'})"
"frozenset({'Q8IY92', 'Q6NS38', 'TNFalpha'})"
"frozenset({'Q9Y575', 'TNFalpha', 'O75122'})"
"frozenset({'P35869', 'P13984', 'TNFalpha'})"
"frozenset({'P27694', 'Q8TEQ6', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9BXJ9', 'O75155'})"
"frozenset({'Q14181', 'Q96HD1', 'TNFalpha'})"
"frozenset({'P62244', 'Q92905', 'TNFalpha'})"
"frozenset({'P41219', 'Q16543', 'TNFalpha'})"
"frozenset({'Q15717', 'TNFalpha', 'Q9UL26'})"
"frozenset({'P03372', 'Q15046', 'TNFalpha'})"
"frozenset({'O43707', 'P06753', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q3V6T2', 'P01889'})"
"frozenset({'P02649', 'TNFalpha', 'Q9BQT9'})"
"frozenset({'TNFalpha', 'Q99547', 'Q96B26'})"
"frozenset({'Q9UQ26', 'TNFalpha', 'Q9H2G2'})"
"frozenset({'O95067', 'Q99640', 'TNFalpha'})"
"frozenset({'P05013', 'TNFalpha', 'P52333'})"
"frozenset({'P52789', 'TNFalpha', 'Q9Y4L1'})"
"frozenset({'Q9UGJ1', 'TNFalpha', 'P42677'})"
"frozenset({'Q969P0', 'P06748', 'TNFalpha'})"
"frozenset({'O76093', 'Q16620', 'TNFalpha'})"
"frozenset({'Q05209', 'Q6ZN57', 'TNFalpha'})"
"frozenset({'P56279', 'TNFalpha', 'Q08379'})"
"frozenset({'P80370', 'TNFalpha', 'Q3ZCM7'})"
"frozenset({'Q9NRD5', 'P43355', 'TNFalpha'})"
"frozenset({'Q9H461', 'Q93098', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P36406', 'Q64LD2'})"
"frozenset({'Q8IZD9', 'TNFalpha', 'Q9H4E5'})"
"frozenset({'P00533', 'O94898', 'TNFalpha'})"
"frozenset({'P38432', 'Q96EY1', 'TNFalpha'})"
"frozenset({'Q99575', 'P48431', 'TNFalpha'})"
"frozenset({'Q5JTV8', 'TNFalpha', 'P36873'})"
"frozenset({'TNFalpha', 'P04629', 'Q8N766'})"
"frozenset({'O43296', 'P23508', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P35221', 'P49768'})"
"frozenset({'O75448', 'TNFalpha', 'P10827'})"
"frozenset({'TNFalpha', 'Q15628', 'Q14257'})"
"frozenset({'P13797', 'P00533', 'TNFalpha'})"
"frozenset({'Q96ST3', 'P37173', 'TNFalpha'})"
"frozenset({'Q05655', 'Q96A00', 'TNFalpha'})"
"frozenset({'P22362', 'TNFalpha', 'P42226'})"
"frozenset({'P62249', 'Q96BK5', 'TNFalpha'})"
"frozenset({'P15923', 'Q92793', 'TNFalpha'})"
"frozenset({'Q04917', 'Q9Y580', 'TNFalpha'})"
"frozenset({'P63279', 'P11388', 'TNFalpha'})"
"frozenset({'P62753', 'TNFalpha', 'P84098'})"
"frozenset({'Q9NRR5', 'P05408', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96HF1', 'P56706'})"
"frozenset({'Q13485', 'TNFalpha', 'P41235'})"
"frozenset({'P40337', 'P20340', 'TNFalpha'})"
"frozenset({'Q9H9Y6', 'TNFalpha', 'P61218'})"
"frozenset({'Q8IZE3', 'Q99757', 'TNFalpha'})"
"frozenset({'O60262', 'Q9NQ66', 'TNFalpha'})"
"frozenset({'O60244', 'O75478', 'TNFalpha'})"
"frozenset({'Q3L8U1', 'P19793', 'TNFalpha'})"
"frozenset({'Q71DI3', 'P02545', 'TNFalpha'})"
"frozenset({'P53804', 'P31749', 'TNFalpha'})"
"frozenset({'P49840', 'TNFalpha', 'Q9Y4K1'})"
"frozenset({'Q92569', 'P42336', 'TNFalpha'})"
"frozenset({'Q86VQ0', 'TNFalpha', 'Q96M89'})"
"frozenset({'Q96CW1', 'Q96H55', 'TNFalpha'})"
"frozenset({'Q9H2C0', 'Q03252', 'TNFalpha'})"
"frozenset({'P21731', 'O15304', 'TNFalpha'})"
"frozenset({'P62750', 'P27635', 'TNFalpha'})"
"frozenset({'Q9Y279', 'TNFalpha', 'Q9ULH0'})"
"frozenset({'Q9Y2X3', 'Q15532', 'TNFalpha'})"
"frozenset({'P48059', 'TNFalpha', 'P13010'})"
"frozenset({'P06400', 'Q92828', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P34932', 'Q96DX5'})"
"frozenset({'P15924', 'TNFalpha', 'P09651'})"
"frozenset({'Q9BYR6', 'Q3LHN2', 'TNFalpha'})"
"frozenset({'Q9BQK8', 'Q9NRR6', 'TNFalpha'})"
"frozenset({'Q15648', 'TNFalpha', 'Q02556'})"
"frozenset({'TNFalpha', 'Q9Y572', 'P42677'})"
"frozenset({'Q9H2G4', 'P11802', 'TNFalpha'})"
"frozenset({'Q9NX40', 'TNFalpha', 'Q5HYA8'})"
"frozenset({'Q06330', 'Q6P2C8', 'TNFalpha'})"
"frozenset({'P46531', 'TNFalpha', 'Q9HAV4'})"
"frozenset({'Q01664', 'Q8NBZ0', 'TNFalpha'})"
"frozenset({'Q14CW9', 'TNFalpha', 'Q92831'})"
"frozenset({'P27708', 'TNFalpha', 'P29353'})"
"frozenset({'P61964', 'TNFalpha', 'Q03111'})"
"frozenset({'Q5S007', 'Q9BSD7', 'TNFalpha'})"
"frozenset({'Q99665', 'P40225', 'TNFalpha'})"
"frozenset({'O43683', 'TNFalpha', 'Q15349'})"
"frozenset({'TNFalpha', 'Q99627', 'Q13620'})"
"frozenset({'O95684', 'Q9BRX9', 'TNFalpha'})"
"frozenset({'Q9HAC7', 'TNFalpha', 'Q9BYD6'})"
"frozenset({'TNFalpha', 'P18621', 'O95793'})"
"frozenset({'Q07157', 'TNFalpha', 'Q9UNX4'})"
"frozenset({'Q9HAU4', 'TNFalpha', 'P21802'})"
"frozenset({'TNFalpha', 'O43150', 'Q15788'})"
"frozenset({'Q07890', 'TNFalpha', 'P29353'})"
"frozenset({'TNFalpha', 'Q8TEE9', 'Q9H0E3'})"
"frozenset({'Q8IZQ1', 'Q8NCP5', 'TNFalpha'})"
"frozenset({'Q9ULK5', 'Q9P0N5', 'TNFalpha'})"
"frozenset({'P14868', 'Q96DM3', 'TNFalpha'})"
"frozenset({'P60410', 'P17027', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q13492', 'P18206'})"
"frozenset({'Q9NX04', 'TNFalpha', 'Q8IYA8'})"
"frozenset({'Q9BWG6', 'TNFalpha', 'Q9H2G9'})"
"frozenset({'Q8IZ07', 'TNFalpha', 'Q8N5I2'})"
"frozenset({'O00560', 'TNFalpha', 'Q6AI12'})"
"frozenset({'O94888', 'Q9NSI6', 'TNFalpha'})"
"frozenset({'O75665', 'O95613', 'TNFalpha'})"
"frozenset({'Q14353', 'TNFalpha', 'P67870'})"
"frozenset({'Q96BD6', 'O43463', 'TNFalpha'})"
"frozenset({'Q13191', 'TNFalpha', 'Q9UJM3'})"
"frozenset({'TNFalpha', 'P41159', 'Q14626'})"
"frozenset({'O75581', 'TNFalpha', 'P27361'})"
"frozenset({'TNFalpha', 'Q96PU5', 'Q9H469'})"
"frozenset({'Q13315', 'P26196', 'TNFalpha'})"
"frozenset({'P08670', 'TNFalpha', 'P63167'})"
"frozenset({'Q12888', 'TNFalpha', 'Q9NRC8'})"
"frozenset({'Q96S59', 'TNFalpha', 'P04637'})"
"frozenset({'Q9H4P4', 'P50222', 'TNFalpha'})"
"frozenset({'P42224', 'TNFalpha', 'P52294'})"
"frozenset({'Q9P0L1', 'Q14781', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96HA8', 'Q16637'})"
"frozenset({'P05388', 'Q00839', 'TNFalpha'})"
"frozenset({'P42771', 'P61956', 'TNFalpha'})"
"frozenset({'Q15554', 'Q8IUQ4', 'TNFalpha'})"
"frozenset({'Q8NEH6', 'Q8TD10', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96C28', 'Q9NYW8'})"
"frozenset({'O75665', 'O75420', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q01844', 'P07355'})"
"frozenset({'Q15744', 'TNFalpha', 'O75925'})"
"frozenset({'P51668', 'Q9UHC7', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P62487', 'P38398'})"
"frozenset({'Q86X19', 'TNFalpha', 'Q12893'})"
"frozenset({'Q16539', 'TNFalpha', 'P23219'})"
"frozenset({'P37837', 'TNFalpha', 'Q15124'})"
"frozenset({'O00213', 'O43719', 'TNFalpha'})"
"frozenset({'Q5T4F7', 'TNFalpha', 'Q9UBV4'})"
"frozenset({'Q15717', 'TNFalpha', 'O15400'})"
"frozenset({'P06213', 'TNFalpha', 'Q07666'})"
"frozenset({'O95622', 'P22612', 'TNFalpha'})"
"frozenset({'Q9H0T7', 'P51149', 'TNFalpha'})"
"frozenset({'Q15596', 'TNFalpha', 'P68400'})"
"frozenset({'P06241', 'P04156', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P13612', 'P05106'})"
"frozenset({'TNFalpha', 'Q8WY36', 'P07900'})"
"frozenset({'O15389', 'Q08380', 'TNFalpha'})"
"frozenset({'O95292', 'TNFalpha', 'P63027'})"
"frozenset({'P61086', 'Q9H000', 'TNFalpha'})"
"frozenset({'Q13630', 'TNFalpha', 'P42226'})"
"frozenset({'Q9NPQ8', 'P54274', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P35240', 'Q9NZT1'})"
"frozenset({'P62280', 'TNFalpha', 'P50914'})"
"frozenset({'P80188', 'Q86Y79', 'TNFalpha'})"
"frozenset({'Q68E01', 'O60934', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q8TAU3', 'Q14192'})"
"frozenset({'Q53TS8', 'Q9BRK4', 'TNFalpha'})"
"frozenset({'Q8TEH3', 'P09497', 'TNFalpha'})"
"frozenset({'P62258', 'P98175', 'TNFalpha'})"
"frozenset({'Q5TB80', 'TNFalpha', 'Q13472'})"
"frozenset({'P35498', 'TNFalpha', 'P62879'})"
"frozenset({'Q9Y4W6', 'Q00325', 'TNFalpha'})"
"frozenset({'Q96CG3', 'O60443', 'TNFalpha'})"
"frozenset({'O14802', 'TNFalpha', 'Q9H6T3'})"
"frozenset({'P29353', 'TNFalpha', 'Q99704'})"
"frozenset({'Q92905', 'Q9Y597', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P01266', 'P07237'})"
"frozenset({'O15145', 'O15143', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P60520', 'Q01813'})"
"frozenset({'P01106', 'TNFalpha', 'O95236'})"
"frozenset({'Q9Y2I2', 'Q9HBW1', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P78527', 'O15379'})"
"frozenset({'P05412', 'TNFalpha', 'O00299'})"
"frozenset({'Q9UHR6', 'Q9H2C0', 'TNFalpha'})"
"frozenset({'P61024', 'TNFalpha', 'P60411'})"
"frozenset({'Q9H0A6', 'Q13325', 'TNFalpha'})"
"frozenset({'O14920', 'TNFalpha', 'Q5TCX8'})"
"frozenset({'O94905', 'O75955', 'TNFalpha'})"
"frozenset({'Q96LD8', 'TNFalpha', 'P61201'})"
"frozenset({'P17612', 'Q8NH09', 'TNFalpha'})"
"frozenset({'P29590', 'TNFalpha', 'P04629'})"
"frozenset({'P12931', 'O15371', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9Y279', 'O14733'})"
"frozenset({'P49759', 'TNFalpha', 'Q86SQ0'})"
"frozenset({'P61077', 'Q8NB78', 'TNFalpha'})"
"frozenset({'Q9NVX0', 'TNFalpha', 'P38646'})"
"frozenset({'P05062', 'P35221', 'TNFalpha'})"
"frozenset({'Q9BQ04', 'Q99459', 'TNFalpha'})"
"frozenset({'Q15735', 'Q96EY1', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P14373', 'P55040'})"
"frozenset({'P24539', 'TNFalpha', 'P09651'})"
"frozenset({'TNFalpha', 'Q92665', 'Q96EY7'})"
"frozenset({'Q6UWW8', 'Q01094', 'TNFalpha'})"
"frozenset({'P22455', 'O95661', 'TNFalpha'})"
"frozenset({'Q9Y297', 'Q01094', 'TNFalpha'})"
"frozenset({'P27824', 'Q01844', 'TNFalpha'})"
"frozenset({'Q8N4V1', 'TNFalpha', 'P20839'})"
"frozenset({'Q9BT92', 'Q9BVN2', 'TNFalpha'})"
"frozenset({'Q13315', 'TNFalpha', 'P02787'})"
"frozenset({'P22612', 'P60520', 'TNFalpha'})"
"frozenset({'Q9BYV2', 'P54725', 'TNFalpha'})"
"frozenset({'P06748', 'TNFalpha', 'Q8N4Q1'})"
"frozenset({'Q01469', 'P09972', 'TNFalpha'})"
"frozenset({'P54274', 'TNFalpha', 'P04632'})"
"frozenset({'O00233', 'TNFalpha', 'P61289'})"
"frozenset({'O75665', 'Q9NWS0', 'TNFalpha'})"
"frozenset({'Q14134', 'O15514', 'TNFalpha'})"
"frozenset({'P48729', 'TNFalpha', 'Q99835'})"
"frozenset({'Q9Y6M9', 'TNFalpha', 'P03905'})"
"frozenset({'P40692', 'P62714', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P52294', 'Q16778'})"
"frozenset({'TNFalpha', 'O95299', 'O43678'})"
"frozenset({'P05387', 'TNFalpha', 'Q99558'})"
"frozenset({'Q8N163', 'TNFalpha', 'P34931'})"
"frozenset({'Q9BW85', 'Q8WUD4', 'TNFalpha'})"
"frozenset({'Q96L91', 'Q9NV56', 'TNFalpha'})"
"frozenset({'P04628', 'Q14469', 'TNFalpha'})"
"frozenset({'Q969Q1', 'TNFalpha', 'P11831'})"
"frozenset({'P53355', 'Q5S007', 'TNFalpha'})"
"frozenset({'Q09028', 'P49450', 'TNFalpha'})"
"frozenset({'Q14247', 'P55809', 'TNFalpha'})"
"frozenset({'P41252', 'P08243', 'TNFalpha'})"
"frozenset({'P82933', 'Q02878', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q16637', 'P04637'})"
"frozenset({'Q99878', 'TNFalpha', 'Q9BUN8'})"
"frozenset({'TNFalpha', 'P49765', 'P35916'})"
"frozenset({'Q8TBM7', 'Q9BXK5', 'TNFalpha'})"
"frozenset({'P08183', 'TNFalpha', 'Q99496'})"
"frozenset({'P26038', 'Q96C86', 'TNFalpha'})"
"frozenset({'P34932', 'TNFalpha', 'Q9UPN7'})"
"frozenset({'TNFalpha', 'Q5VWN6', 'P40937'})"
"frozenset({'P60328', 'Q6P5X5', 'TNFalpha'})"
"frozenset({'P68431', 'P02545', 'TNFalpha'})"
"frozenset({'Q9H4Y5', 'Q9H4B6', 'TNFalpha'})"
"frozenset({'Q96KC8', 'TNFalpha', 'P10321'})"
"frozenset({'P55036', 'Q9UHD9', 'TNFalpha'})"
"frozenset({'P50552', 'P08648', 'TNFalpha'})"
"frozenset({'P31151', 'Q96GG9', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9HAU5', 'Q9H8T0'})"
"frozenset({'P11802', 'TNFalpha', 'Q8WUM0'})"
"frozenset({'TNFalpha', 'P09629', 'P78527'})"
"frozenset({'P61018', 'Q9C0H5', 'TNFalpha'})"
"frozenset({'Q9NRA8', 'Q01844', 'TNFalpha'})"
"frozenset({'P26447', 'TNFalpha', 'O43504'})"
"frozenset({'P13646', 'P02538', 'TNFalpha'})"
"frozenset({'Q6V1X1', 'Q13671', 'TNFalpha'})"
"frozenset({'P30443', 'P46379', 'TNFalpha'})"
"frozenset({'Q66K41', 'Q96R06', 'TNFalpha'})"
"frozenset({'Q9Y6Y9', 'TNFalpha', 'P0DP23'})"
"frozenset({'Q15323', 'Q96GY3', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P32249', 'Q53FV1'})"
"frozenset({'Q9H553', 'TNFalpha', 'Q9Y6Y8'})"
"frozenset({'Q08334', 'P05014', 'TNFalpha'})"
"frozenset({'P26012', 'TNFalpha', 'P50552'})"
"frozenset({'TNFalpha', 'P04629', 'O14979'})"
"frozenset({'O00560', 'Q9UKJ5', 'TNFalpha'})"
"frozenset({'P35222', 'O00255', 'TNFalpha'})"
"frozenset({'Q68E01', 'TNFalpha', 'Q96N11'})"
"frozenset({'Q9Y3E7', 'P52735', 'TNFalpha'})"
"frozenset({'P24928', 'TNFalpha', 'Q9NRC8'})"
"frozenset({'TNFalpha', 'Q13277', 'P98174'})"
"frozenset({'P18031', 'P55058', 'TNFalpha'})"
"frozenset({'P40337', 'Q9Y6W3', 'TNFalpha'})"
"frozenset({'P30466', 'P30443', 'TNFalpha'})"
"frozenset({'Q8N4V1', 'TNFalpha', 'P78332'})"
"frozenset({'P29460', 'TNFalpha', 'P48357'})"
"frozenset({'Q96KM6', 'Q99750', 'TNFalpha'})"
"frozenset({'Q96ED9', 'Q14966', 'TNFalpha'})"
"frozenset({'Q6EMK4', 'TNFalpha', 'Q2TAL6'})"
"frozenset({'Q14050', 'P00533', 'TNFalpha'})"
"frozenset({'P18146', 'Q92793', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q7KZN9', 'P08574'})"
"frozenset({'Q12965', 'P35244', 'TNFalpha'})"
"frozenset({'P16104', 'Q5T4F7', 'TNFalpha'})"
"frozenset({'Q99941', 'TNFalpha', 'Q13952'})"
"frozenset({'O75800', 'TNFalpha', 'P51861'})"
"frozenset({'Q5VZL5', 'Q9UMX0', 'TNFalpha'})"
"frozenset({'P68133', 'Q9HAU4', 'TNFalpha'})"
"frozenset({'P60410', 'TNFalpha', 'Q9BSD3'})"
"frozenset({'TNFalpha', 'Q96SW2', 'P61247'})"
"frozenset({'Q9UGI8', 'Q96NL6', 'TNFalpha'})"
"frozenset({'Q07020', 'TNFalpha', 'P63220'})"
"frozenset({'P22459', 'TNFalpha', 'P21673'})"
"frozenset({'P62136', 'TNFalpha', 'O75376'})"
"frozenset({'O43143', 'TNFalpha', 'P35240'})"
"frozenset({'O75791', 'TNFalpha', 'O95273'})"
"frozenset({'Q14129', 'P59991', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O00231', 'P20618'})"
"frozenset({'P17028', 'TNFalpha', 'O43309'})"
"frozenset({'Q14533', 'Q9BQD3', 'TNFalpha'})"
"frozenset({'Q9HAV7', 'Q13217', 'TNFalpha'})"
"frozenset({'Q99714', 'Q9Y576', 'TNFalpha'})"
"frozenset({'P10589', 'O15442', 'TNFalpha'})"
"frozenset({'P25800', 'P36508', 'TNFalpha'})"
