negatives
"frozenset({'P61960', 'Q96EK5', 'IL4'})"
"frozenset({'P17480', 'Q9NW82', 'IL4'})"
"frozenset({'A0JLT2', 'P52292', 'IL4'})"
"frozenset({'IL4', 'P51532', 'Q9BZ95'})"
"frozenset({'P03372', 'IL4', 'Q04637'})"
"frozenset({'P09237', 'A5YKK6', 'IL4'})"
"frozenset({'Q9NR12', 'IL4', 'P61158'})"
"frozenset({'Q5UIP0', 'IL4', 'P42773'})"
"frozenset({'Q92932', 'IL4', 'Q8IXL6'})"
"frozenset({'O75144', 'P16410', 'IL4'})"
"frozenset({'Q06945', 'IL4', 'P17535'})"
"frozenset({'Q05397', 'IL4', 'Q9UNA1'})"
"frozenset({'Q99832', 'Q71U36', 'IL4'})"
"frozenset({'Q03135', 'Q9H6D8', 'IL4'})"
"frozenset({'Q7Z6Z7', 'P61163', 'IL4'})"
"frozenset({'Q16629', 'Q01844', 'IL4'})"
"frozenset({'Q92542', 'O60264', 'IL4'})"
"frozenset({'P62316', 'IL4', 'O15116'})"
"frozenset({'Q9NXK8', 'P05412', 'IL4'})"
"frozenset({'Q9UBV8', 'Q9Y5R4', 'IL4'})"
"frozenset({'P27361', 'P49790', 'IL4'})"
"frozenset({'Q14627', 'IL4', 'O60674'})"
"frozenset({'Q12906', 'P68431', 'IL4'})"
"frozenset({'Q16891', 'IL4', 'P21796'})"
"frozenset({'Q14191', 'IL4', 'Q9HCU8'})"
"frozenset({'P14373', 'Q96F44', 'IL4'})"
"frozenset({'P11142', 'P12755', 'IL4'})"
"frozenset({'Q6P1J9', 'P61006', 'IL4'})"
"frozenset({'Q15149', 'O95782', 'IL4'})"
"frozenset({'P05129', 'Q9HBA0', 'IL4'})"
"frozenset({'Q7KZI7', 'IL4', 'O15213'})"
"frozenset({'Q8IZU0', 'Q15560', 'IL4'})"
"frozenset({'P40763', 'IL4', 'P21802'})"
"frozenset({'O95231', 'Q5TA45', 'IL4'})"
"frozenset({'P42701', 'IL4', 'Q9ULV8'})"
"frozenset({'P49419', 'P07195', 'IL4'})"
"frozenset({'Q99972', 'IL4', 'O15230'})"
"frozenset({'Q9P2J5', 'IL4', 'Q9UQL6'})"
"frozenset({'P35637', 'IL4', 'Q92890'})"
"frozenset({'P05230', 'P08581', 'IL4'})"
"frozenset({'P22307', 'IL4', 'P51553'})"
"frozenset({'Q9NZD8', 'IL4', 'Q9BTX3'})"
"frozenset({'Q29974', 'P79483', 'IL4'})"
"frozenset({'Q8N3V7', 'IL4', 'Q8N3E9'})"
"frozenset({'P32246', 'Q8WTS6', 'IL4'})"
"frozenset({'P84095', 'P15882', 'IL4'})"
"frozenset({'Q29980', 'Q6NZY4', 'IL4'})"
"frozenset({'Q07627', 'Q8NDP4', 'IL4'})"
"frozenset({'P41161', 'P20815', 'IL4'})"
"frozenset({'Q13310', 'Q13283', 'IL4'})"
"frozenset({'P41214', 'IL4', 'Q14008'})"
"frozenset({'Q96MT8', 'Q4AC94', 'IL4'})"
"frozenset({'Q8NGQ2', 'P22694', 'IL4'})"
"frozenset({'P49715', 'P53567', 'IL4'})"
"frozenset({'P55212', 'IL4', 'Q13077'})"
"frozenset({'Q71U36', 'P01374', 'IL4'})"
"frozenset({'P01730', 'P01906', 'IL4'})"
"frozenset({'Q15554', 'IL4', 'O60884'})"
"frozenset({'P39210', 'IL4', 'P45880'})"
"frozenset({'O75155', 'P60900', 'IL4'})"
"frozenset({'Q92956', 'IL4', 'Q9UBX3'})"
"frozenset({'P04049', 'IL4', 'O60674'})"
"frozenset({'Q9UKG1', 'P50221', 'IL4'})"
"frozenset({'P04179', 'P30837', 'IL4'})"
"frozenset({'Q99661', 'IL4', 'P06493'})"
"frozenset({'Q14CS0', 'Q9BZV1', 'IL4'})"
"frozenset({'Q16665', 'IL4', 'P41159'})"
"frozenset({'P00540', 'P15172', 'IL4'})"
"frozenset({'Q29983', 'IL4', 'O14787'})"
"frozenset({'Q53EL6', 'IL4', 'P49810'})"
"frozenset({'Q9H1Y0', 'IL4', 'O14980'})"
"frozenset({'Q9UK08', 'IL4', 'P49286'})"
"frozenset({'P51572', 'IL4', 'P08697'})"
"frozenset({'Q9P2R6', 'Q04724', 'IL4'})"
"frozenset({'Q96PV4', 'A6NEM1', 'IL4'})"
"frozenset({'IL4', 'Q9NPJ6', 'Q13535'})"
"frozenset({'Q9BVV2', 'Q12933', 'IL4'})"
"frozenset({'Q13283', 'P04629', 'IL4'})"
"frozenset({'O43166', 'Q6UX04', 'IL4'})"
"frozenset({'P60709', 'IL4', 'Q9Y572'})"
"frozenset({'P42684', 'P08631', 'IL4'})"
"frozenset({'Q5SZK8', 'Q9H2A9', 'IL4'})"
"frozenset({'O00555', 'IL4', 'Q96A73'})"
"frozenset({'P49736', 'P07384', 'IL4'})"
"frozenset({'Q92664', 'Q86YS3', 'IL4'})"
"frozenset({'Q9NZ81', 'Q3LI66', 'IL4'})"
"frozenset({'Q69YN4', 'Q9NYF8', 'IL4'})"
"frozenset({'P62753', 'P11441', 'IL4'})"
"frozenset({'Q00987', 'IL4', 'Q9Y2T4'})"
"frozenset({'P45983', 'IL4', 'O75928'})"
"frozenset({'Q9C0C7', 'A8MW95', 'IL4'})"
"frozenset({'Q9UHD8', 'IL4', 'O75369'})"
"frozenset({'Q9BRK5', 'Q5SVS4', 'IL4'})"
"frozenset({'Q9Y371', 'Q8NI36', 'IL4'})"
"frozenset({'Q86VU5', 'Q13144', 'IL4'})"
"frozenset({'Q9BY41', 'IL4', 'Q99879'})"
"frozenset({'Q99962', 'IL4', 'P01871'})"
"frozenset({'Q4G0F5', 'IL4', 'O00267'})"
"frozenset({'Q14999', 'Q99615', 'IL4'})"
"frozenset({'Q99755', 'Q03167', 'IL4'})"
"frozenset({'Q9BYV2', 'Q8IX29', 'IL4'})"
"frozenset({'P34897', 'O94855', 'IL4'})"
"frozenset({'IL4', 'Q9P2W3', 'Q6IF99'})"
"frozenset({'P28072', 'IL4', 'Q13200'})"
"frozenset({'IL4', 'Q16635', 'Q9NZV5'})"
"frozenset({'P35226', 'Q6ZU80', 'IL4'})"
"frozenset({'Q96SB4', 'IL4', 'Q08170'})"
"frozenset({'P98160', 'P05556', 'IL4'})"
"frozenset({'P61927', 'P62280', 'IL4'})"
"frozenset({'P25101', 'P12931', 'IL4'})"
"frozenset({'Q8NGQ2', 'P17612', 'IL4'})"
"frozenset({'Q7KZF4', 'Q9H239', 'IL4'})"
"frozenset({'P23588', 'IL4', 'Q13620'})"
"frozenset({'Q01860', 'Q9H9S0', 'IL4'})"
"frozenset({'Q9UHD9', 'IL4', 'P24592'})"
"frozenset({'Q9UQC2', 'IL4', 'P43403'})"
"frozenset({'Q9NR12', 'Q13114', 'IL4'})"
"frozenset({'P78314', 'IL4', 'P08581'})"
"frozenset({'P05496', 'Q86WT6', 'IL4'})"
"frozenset({'Q9UM73', 'IL4', 'P49023'})"
"frozenset({'Q8N6Y0', 'IL4', 'P26367'})"
"frozenset({'P17028', 'Q14258', 'IL4'})"
"frozenset({'P37088', 'IL4', 'P10275'})"
"frozenset({'P61513', 'Q504Q3', 'IL4'})"
"frozenset({'Q13224', 'IL4', 'Q9HAP6'})"
"frozenset({'Q71UM5', 'P01106', 'IL4'})"
"frozenset({'O75787', 'IL4', 'Q86X19'})"
"frozenset({'Q562F6', 'IL4', 'O14958'})"
"frozenset({'P61073', 'IL4', 'P49336'})"
"frozenset({'Q969R5', 'Q86VP1', 'IL4'})"
"frozenset({'Q14999', 'P83916', 'IL4'})"
"frozenset({'Q9NRR5', 'IL4', 'P60896'})"
"frozenset({'IL4', 'P29317', 'Q9BXW9'})"
"frozenset({'IL4', 'P53611', 'Q13636'})"
"frozenset({'Q9UNX3', 'IL4', 'P62899'})"
"frozenset({'A0JLT2', 'Q9NTJ3', 'IL4'})"
"frozenset({'P23497', 'IL4', 'P49792'})"
"frozenset({'Q8TF72', 'P24941', 'IL4'})"
"frozenset({'P01023', 'IL4', 'Q96CN4'})"
"frozenset({'P25098', 'Q8NH93', 'IL4'})"
"frozenset({'Q86UW9', 'Q02548', 'IL4'})"
"frozenset({'Q16623', 'P25788', 'IL4'})"
"frozenset({'Q9BYQ4', 'Q8WZ59', 'IL4'})"
"frozenset({'Q15436', 'Q9NQW1', 'IL4'})"
"frozenset({'A8MUP2', 'IL4', 'Q8IUC1'})"
"frozenset({'Q01804', 'Q96Q83', 'IL4'})"
"frozenset({'Q9UF02', 'IL4', 'Q969Q6'})"
"frozenset({'Q13573', 'Q9NUQ8', 'IL4'})"
"frozenset({'Q9BYE7', 'Q8IWI9', 'IL4'})"
"frozenset({'P00519', 'IL4', 'P17844'})"
"frozenset({'O14641', 'Q8NEV1', 'IL4'})"
"frozenset({'Q8WYK2', 'IL4', 'P32780'})"
"frozenset({'Q9NVR5', 'IL4', 'Q99880'})"
"frozenset({'O95433', 'P40227', 'IL4'})"
"frozenset({'Q6ZWI9', 'A5PL33', 'IL4'})"
"frozenset({'P28482', 'Q9H467', 'IL4'})"
"frozenset({'Q92995', 'IL4', 'Q13309'})"
"frozenset({'P28482', 'P10828', 'IL4'})"
"frozenset({'Q13617', 'O75643', 'IL4'})"
"frozenset({'P98175', 'Q14999', 'IL4'})"
"frozenset({'Q8TEB7', 'P63279', 'IL4'})"
"frozenset({'P63104', 'P23528', 'IL4'})"
"frozenset({'Q9UBN7', 'IL4', 'Q14697'})"
"frozenset({'P09038', 'P26022', 'IL4'})"
"frozenset({'Q13085', 'IL4', 'Q9UKX7'})"
"frozenset({'P15311', 'IL4', 'O60437'})"
"frozenset({'O95319', 'IL4', 'Q15118'})"
"frozenset({'P52298', 'IL4', 'Q13523'})"
"frozenset({'O43865', 'IL4', 'P46937'})"
"frozenset({'P25786', 'Q9GZU8', 'IL4'})"
"frozenset({'P28331', 'P0C862', 'IL4'})"
"frozenset({'P04406', 'IL4', 'P49411'})"
"frozenset({'P49407', 'IL4', 'P21730'})"
"frozenset({'O75208', 'Q9ULC5', 'IL4'})"
"frozenset({'O14974', 'P21333', 'IL4'})"
"frozenset({'P04626', 'IL4', 'Q92529'})"
"frozenset({'P57775', 'IL4', 'P30153'})"
"frozenset({'P54274', 'IL4', 'Q9BXW9'})"
"frozenset({'IL4', 'P51858', 'P09874'})"
"frozenset({'P08621', 'IL4', 'Q9NRC8'})"
"frozenset({'O43815', 'Q9NVK5', 'IL4'})"
"frozenset({'P11021', 'Q9NRR5', 'IL4'})"
"frozenset({'Q68CZ1', 'Q6WCQ1', 'IL4'})"
"frozenset({'Q9ULA0', 'IL4', 'Q8TBB1'})"
"frozenset({'P01569', 'Q13261', 'IL4'})"
"frozenset({'P62316', 'IL4', 'Q92993'})"
"frozenset({'O75083', 'P60981', 'IL4'})"
"frozenset({'Q6NXE6', 'P50990', 'IL4'})"
"frozenset({'Q13595', 'Q9Y3D9', 'IL4'})"
"frozenset({'P61163', 'P20700', 'IL4'})"
"frozenset({'P62136', 'IL4', 'Q14678'})"
"frozenset({'Q5T6F0', 'Q16531', 'IL4'})"
"frozenset({'Q9Y2X3', 'O75530', 'IL4'})"
"frozenset({'Q96CS4', 'Q8IY57', 'IL4'})"
"frozenset({'P13667', 'P80188', 'IL4'})"
"frozenset({'Q9UBU9', 'IL4', 'Q9Y6M9'})"
"frozenset({'O75381', 'P56589', 'IL4'})"
"frozenset({'Q12905', 'Q13490', 'IL4'})"
"frozenset({'P03372', 'IL4', 'P17844'})"
"frozenset({'Q92526', 'IL4', 'P36542'})"
"frozenset({'Q7Z6J9', 'IL4', 'P36406'})"
"frozenset({'Q96CW1', 'IL4', 'O14929'})"
"frozenset({'O00567', 'Q9UNX4', 'IL4'})"
"frozenset({'O75643', 'P49736', 'IL4'})"
"frozenset({'Q01094', 'P18075', 'IL4'})"
"frozenset({'P07437', 'Q5C9Z4', 'IL4'})"
"frozenset({'Q01130', 'IL4', 'Q9H061'})"
"frozenset({'Q9UPT8', 'IL4', 'P35226'})"
"frozenset({'Q9UHD8', 'P0C7P4', 'IL4'})"
"frozenset({'P06213', 'Q14449', 'IL4'})"
"frozenset({'P49736', 'P32320', 'IL4'})"
"frozenset({'Q15393', 'O00268', 'IL4'})"
"frozenset({'Q8NGH7', 'IL4', 'P49407'})"
"frozenset({'Q8TCX1', 'IL4', 'Q14203'})"
"frozenset({'P10398', 'P13639', 'IL4'})"
"frozenset({'P51991', 'Q8WXA9', 'IL4'})"
"frozenset({'Q9H2G2', 'IL4', 'O94856'})"
"frozenset({'Q9BWG6', 'Q86X51', 'IL4'})"
"frozenset({'Q92542', 'Q9Y3A4', 'IL4'})"
"frozenset({'IL4', 'P62910', 'P01889'})"
"frozenset({'P48549', 'P22612', 'IL4'})"
"frozenset({'O00754', 'Q9UBU9', 'IL4'})"
"frozenset({'Q5TAQ9', 'IL4', 'Q96RR1'})"
"frozenset({'Q8IY31', 'Q96AJ1', 'IL4'})"
"frozenset({'Q8WVM8', 'P04629', 'IL4'})"
"frozenset({'Q9UBU3', 'Q9BXC0', 'IL4'})"
"frozenset({'P60410', 'Q14119', 'IL4'})"
"frozenset({'Q9NPD3', 'O75475', 'IL4'})"
"frozenset({'Q9H765', 'Q14207', 'IL4'})"
"frozenset({'Q9H2X6', 'Q15796', 'IL4'})"
"frozenset({'A7KAX9', 'Q99750', 'IL4'})"
"frozenset({'Q92905', 'Q6ZN17', 'IL4'})"
"frozenset({'P06213', 'IL4', 'P01112'})"
"frozenset({'Q9UJU5', 'O75751', 'IL4'})"
"frozenset({'Q8NI22', 'P26640', 'IL4'})"
"frozenset({'Q9UKB1', 'Q9BVJ6', 'IL4'})"
"frozenset({'P10636', 'IL4', 'Q8N841'})"
"frozenset({'P18850', 'P40261', 'IL4'})"
"frozenset({'O94827', 'P61587', 'IL4'})"
"frozenset({'P62136', 'IL4', 'Q9BYX4'})"
"frozenset({'Q99613', 'IL4', 'O15198'})"
"frozenset({'P42684', 'Q99952', 'IL4'})"
"frozenset({'Q92845', 'IL4', 'Q9NWB1'})"
"frozenset({'Q6FI13', 'IL4', 'Q96DB2'})"
"frozenset({'O95678', 'O75934', 'IL4'})"
"frozenset({'P00558', 'IL4', 'P04629'})"
"frozenset({'O95295', 'IL4', 'P07951'})"
"frozenset({'Q96NL6', 'Q9UBB4', 'IL4'})"
"frozenset({'P63104', 'IL4', 'O95544'})"
"frozenset({'P29972', 'O95273', 'IL4'})"
"frozenset({'Q01970', 'IL4', 'P63211'})"
"frozenset({'P60331', 'Q9H2F3', 'IL4'})"
"frozenset({'Q96HA8', 'IL4', 'Q14232'})"
"frozenset({'P63167', 'Q99598', 'IL4'})"
"frozenset({'Q12888', 'O95613', 'IL4'})"
"frozenset({'P13349', 'P41134', 'IL4'})"
"frozenset({'Q6ZMB5', 'IL4', 'Q96PM5'})"
"frozenset({'P55011', 'Q401N2', 'IL4'})"
"frozenset({'Q8TBX8', 'IL4', 'O95218'})"
"frozenset({'P08620', 'P16234', 'IL4'})"
"frozenset({'P35268', 'IL4', 'P62913'})"
"frozenset({'P32121', 'Q8IZQ8', 'IL4'})"
"frozenset({'Q9HCI6', 'IL4', 'Q9HBV2'})"
"frozenset({'Q9BRZ2', 'Q16666', 'IL4'})"
"frozenset({'Q969G5', 'IL4', 'P51571'})"
"frozenset({'O43541', 'Q13145', 'IL4'})"
"frozenset({'P42771', 'IL4', 'Q6VAB6'})"
"frozenset({'O95568', 'P41220', 'IL4'})"
"frozenset({'Q9UQK1', 'Q9UM54', 'IL4'})"
"frozenset({'P06213', 'IL4', 'P04085'})"
"frozenset({'Q7Z3Y7', 'P04264', 'IL4'})"
"frozenset({'P11831', 'IL4', 'P15173'})"
"frozenset({'Q07666', 'IL4', 'Q9H492'})"
"frozenset({'Q9P2P5', 'IL4', 'Q14694'})"
"frozenset({'P84022', 'IL4', 'P24158'})"
"frozenset({'Q96GX1', 'Q9H3N1', 'IL4'})"
"frozenset({'Q9H5V9', 'P05412', 'IL4'})"
"frozenset({'P21860', 'Q9BSM1', 'IL4'})"
"frozenset({'P24941', 'P05387', 'IL4'})"
"frozenset({'IL4', 'Q13200', 'Q9P055'})"
"frozenset({'Q9Y3E5', 'Q9UHA4', 'IL4'})"
"frozenset({'Q13616', 'Q00987', 'IL4'})"
"frozenset({'Q8TEP8', 'IL4', 'O43164'})"
"frozenset({'P63208', 'Q8TB52', 'IL4'})"
"frozenset({'Q9BVV6', 'IL4', 'P63172'})"
"frozenset({'O75340', 'IL4', 'Q1KMD3'})"
"frozenset({'Q99873', 'P68431', 'IL4'})"
"frozenset({'P05141', 'IL4', 'O75147'})"
"frozenset({'Q6A162', 'Q9NSB4', 'IL4'})"
"frozenset({'O60216', 'IL4', 'Q9Y237'})"
"frozenset({'O14727', 'Q0VDF9', 'IL4'})"
"frozenset({'Q9UHI6', 'IL4', 'Q9NRC8'})"
"frozenset({'P28482', 'Q86UR1', 'IL4'})"
"frozenset({'Q14344', 'P35241', 'IL4'})"
"frozenset({'Q9NRZ9', 'P04629', 'IL4'})"
"frozenset({'Q6P4F7', 'Q16643', 'IL4'})"
"frozenset({'O14545', 'P40337', 'IL4'})"
"frozenset({'Q9NSU2', 'Q01105', 'IL4'})"
"frozenset({'P62877', 'Q9UBW8', 'IL4'})"
"frozenset({'O95166', 'IL4', 'P04080'})"
"frozenset({'Q15025', 'O14920', 'IL4'})"
"frozenset({'P09382', 'P25445', 'IL4'})"
"frozenset({'P20849', 'P08514', 'IL4'})"
"frozenset({'Q5T9A4', 'Q9Y463', 'IL4'})"
"frozenset({'P15884', 'Q7Z7H8', 'IL4'})"
"frozenset({'Q14147', 'Q16659', 'IL4'})"
"frozenset({'Q9UIJ7', 'Q92624', 'IL4'})"
"frozenset({'P62140', 'IL4', 'P24385'})"
"frozenset({'P22681', 'IL4', 'Q92569'})"
"frozenset({'Q9BV73', 'P61313', 'IL4'})"
"frozenset({'P63208', 'Q9UKT8', 'IL4'})"
"frozenset({'P43686', 'P62333', 'IL4'})"
"frozenset({'Q15256', 'IL4', 'Q16539'})"
"frozenset({'P13056', 'IL4', 'P26358'})"
"frozenset({'Q9H6Z9', 'P05771', 'IL4'})"
"frozenset({'Q6IN85', 'IL4', 'Q96EB6'})"
"frozenset({'Q9Y580', 'IL4', 'P30153'})"
"frozenset({'O00471', 'IL4', 'Q8N3L3'})"
"frozenset({'Q05639', 'P41279', 'IL4'})"
"frozenset({'P10914', 'Q9UL17', 'IL4'})"
"frozenset({'Q6A162', 'Q14331', 'IL4'})"
"frozenset({'P06737', 'IL4', 'Q16816'})"
"frozenset({'Q6PI77', 'IL4', 'Q96FV9'})"
"frozenset({'Q06609', 'IL4', 'P51148'})"
"frozenset({'Q9GZV5', 'Q66LE6', 'IL4'})"
"frozenset({'P54259', 'IL4', 'O00468'})"
"frozenset({'Q9NZC7', 'O43809', 'IL4'})"
"frozenset({'Q53QZ3', 'IL4', 'P15153'})"
"frozenset({'O14775', 'IL4', 'P31948'})"
"frozenset({'Q9NRR5', 'IL4', 'Q6ZTN6'})"
"frozenset({'Q9UDV7', 'IL4', 'P48736'})"
"frozenset({'O43318', 'Q9Y2G2', 'IL4'})"
"frozenset({'O00303', 'IL4', 'O00571'})"
"frozenset({'P39656', 'Q9NZ01', 'IL4'})"
"frozenset({'Q9Y4K3', 'IL4', 'Q9NR28'})"
"frozenset({'Q5QJE6', 'Q9BYG3', 'IL4'})"
"frozenset({'Q8WXA8', 'Q7Z2K6', 'IL4'})"
"frozenset({'Q99755', 'IL4', 'Q96EB6'})"
"frozenset({'Q9BYQ4', 'IL4', 'Q5T753'})"
"frozenset({'P16383', 'Q9Y490', 'IL4'})"
"frozenset({'P61247', 'IL4', 'P35240'})"
"frozenset({'P19875', 'Q99612', 'IL4'})"
"frozenset({'Q9BT88', 'Q9NQ11', 'IL4'})"
"frozenset({'Q96T88', 'P48730', 'IL4'})"
"frozenset({'P25098', 'IL4', 'Q9HCE1'})"
"frozenset({'P26368', 'IL4', 'Q8IWZ8'})"
"frozenset({'Q96KS0', 'Q9UGP4', 'IL4'})"
"frozenset({'O15392', 'O14980', 'IL4'})"
"frozenset({'P08133', 'IL4', 'Q9HCE7'})"
"frozenset({'P17041', 'IL4', 'P60372'})"
"frozenset({'Q14451', 'Q9UMN6', 'IL4'})"
"frozenset({'Q9Y5W9', 'O00203', 'IL4'})"
"frozenset({'P19174', 'O00254', 'IL4'})"
"frozenset({'O94910', 'O00555', 'IL4'})"
"frozenset({'O95214', 'IL4', 'Q99942'})"
"frozenset({'Q15554', 'Q5JRX3', 'IL4'})"
"frozenset({'P50995', 'O96008', 'IL4'})"
"frozenset({'Q96B97', 'IL4', 'Q07666'})"
"frozenset({'P63261', 'P19438', 'IL4'})"
"frozenset({'P59901', 'IL4', 'P12318'})"
"frozenset({'Q8IXI1', 'IL4', 'Q9UNA1'})"
"frozenset({'P11388', 'IL4', 'O75147'})"
"frozenset({'P68431', 'IL4', 'O60885'})"
"frozenset({'P10109', 'Q8IVT5', 'IL4'})"
"frozenset({'IL4', 'Q9HCE1', 'O95704'})"
"frozenset({'P04004', 'O75530', 'IL4'})"
"frozenset({'P13569', 'IL4', 'P04632'})"
"frozenset({'IL4', 'Q9NQC3', 'O75427'})"
"frozenset({'P05113', 'Q8IU57', 'IL4'})"
"frozenset({'Q9Y2U5', 'O15111', 'IL4'})"
"frozenset({'P41250', 'IL4', 'A2RTX5'})"
"frozenset({'P10415', 'IL4', 'Q9H2V7'})"
"frozenset({'P04278', 'IL4', 'Q495Z4'})"
"frozenset({'P35573', 'IL4', 'P07093'})"
"frozenset({'Q6UWW8', 'IL4', 'Q13873'})"
"frozenset({'IL4', 'P20036', 'P35453'})"
"frozenset({'Q9BZ29', 'Q96L33', 'IL4'})"
"frozenset({'P63167', 'Q9C0C7', 'IL4'})"
"frozenset({'Q08AM6', 'Q9BSH5', 'IL4'})"
"frozenset({'P04629', 'IL4', 'Q96HE7'})"
"frozenset({'Q9UL18', 'Q99623', 'IL4'})"
"frozenset({'O15169', 'Q9UER7', 'IL4'})"
"frozenset({'Q9UQL6', 'P22314', 'IL4'})"
"frozenset({'P10276', 'IL4', 'P14859'})"
"frozenset({'Q9H0U4', 'IL4', 'P13804'})"
"frozenset({'Q12846', 'O15155', 'IL4'})"
"frozenset({'P11413', 'Q13630', 'IL4'})"
"frozenset({'P51451', 'P18859', 'IL4'})"
"frozenset({'P62841', 'P39210', 'IL4'})"
"frozenset({'P23219', 'P31152', 'IL4'})"
"frozenset({'Q14114', 'IL4', 'Q9HCE1'})"
"frozenset({'P28482', 'IL4', 'Q8IX03'})"
"frozenset({'Q14197', 'Q99714', 'IL4'})"
"frozenset({'Q6ZN18', 'IL4', 'Q8WVZ9'})"
"frozenset({'P23284', 'P04629', 'IL4'})"
"frozenset({'Q8IW50', 'Q14181', 'IL4'})"
"frozenset({'IL4', 'P52888', 'Q8WXH0'})"
"frozenset({'IL4', 'Q9BTL4', 'Q9NXX6'})"
"frozenset({'Q01081', 'O43172', 'IL4'})"
"frozenset({'P08631', 'IL4', 'Q5JR59'})"
"frozenset({'P07737', 'P05412', 'IL4'})"
"frozenset({'Q8NFJ9', 'Q6PI48', 'IL4'})"
"frozenset({'Q9UKD1', 'P0C7T5', 'IL4'})"
"frozenset({'P55072', 'P04234', 'IL4'})"
"frozenset({'P34897', 'Q8WXG6', 'IL4'})"
"frozenset({'P19367', 'Q9Y4L1', 'IL4'})"
"frozenset({'O75582', 'IL4', 'P16220'})"
"frozenset({'Q96GN5', 'IL4', 'Q16384'})"
"frozenset({'P16949', 'IL4', 'O14732'})"
"frozenset({'Q12952', 'IL4', 'Q12789'})"
"frozenset({'Q9NZC7', 'IL4', 'Q99732'})"
"frozenset({'Q13574', 'Q13884', 'IL4'})"
"frozenset({'O43463', 'IL4', 'Q96EB6'})"
"frozenset({'Q7L2J0', 'Q6P1J9', 'IL4'})"
"frozenset({'P43694', 'IL4', 'Q9Y2Y9'})"
"frozenset({'P35611', 'P48681', 'IL4'})"
"frozenset({'O15211', 'Q7Z3S9', 'IL4'})"
"frozenset({'P34932', 'Q14194', 'IL4'})"
"frozenset({'Q92731', 'Q9BTY7', 'IL4'})"
"frozenset({'P61978', 'IL4', 'P30101'})"
"frozenset({'Q9NX76', 'P48060', 'IL4'})"
"frozenset({'Q8IUR0', 'IL4', 'Q96QF0'})"
"frozenset({'Q9P2P5', 'IL4', 'Q92598'})"
"frozenset({'P82912', 'P46199', 'IL4'})"
"frozenset({'P56537', 'IL4', 'Q9NRC8'})"
"frozenset({'Q49AN0', 'Q12933', 'IL4'})"
"frozenset({'P08237', 'P13798', 'IL4'})"
"frozenset({'P78362', 'IL4', 'P42167'})"
"frozenset({'Q9H4B6', 'Q8NDV7', 'IL4'})"
"frozenset({'Q9Y4Z0', 'Q15560', 'IL4'})"
"frozenset({'P62195', 'Q8IYR0', 'IL4'})"
"frozenset({'P31749', 'IL4', 'Q9Y618'})"
"frozenset({'Q8IZD9', 'IL4', 'P49639'})"
"frozenset({'Q7Z6Z7', 'Q15233', 'IL4'})"
"frozenset({'P42684', 'P46108', 'IL4'})"
"frozenset({'Q08380', 'IL4', 'Q9BQE3'})"
"frozenset({'P98161', 'IL4', 'Q8IUQ4'})"
"frozenset({'Q8N1N4', 'Q13618', 'IL4'})"
"frozenset({'P12277', 'IL4', 'P47712'})"
"frozenset({'P61981', 'IL4', 'P21980'})"
"frozenset({'IL4', 'P27824', 'P45880'})"
"frozenset({'Q96FJ2', 'IL4', 'P60520'})"
"frozenset({'Q03252', 'Q9H0W5', 'IL4'})"
"frozenset({'Q9UJJ9', 'IL4', 'Q86YD3'})"
"frozenset({'Q7L190', 'P62993', 'IL4'})"
"frozenset({'Q9NPB6', 'Q86TI2', 'IL4'})"
"frozenset({'P78317', 'Q8IX04', 'IL4'})"
"frozenset({'Q92769', 'Q12952', 'IL4'})"
"frozenset({'Q9Y2W1', 'IL4', 'Q01167'})"
"frozenset({'P20749', 'P42224', 'IL4'})"
"frozenset({'Q15691', 'Q9UDT6', 'IL4'})"
"frozenset({'O60315', 'P48431', 'IL4'})"
"frozenset({'P50991', 'IL4', 'Q9H492'})"
"frozenset({'P0DP24', 'Q01201', 'IL4'})"
"frozenset({'O96001', 'P30154', 'IL4'})"
"frozenset({'P26951', 'O14543', 'IL4'})"
"frozenset({'Q14994', 'P62318', 'IL4'})"
"frozenset({'Q13643', 'IL4', 'Q9GZV7'})"
"frozenset({'P61513', 'P46778', 'IL4'})"
"frozenset({'Q9Y262', 'IL4', 'Q9HC24'})"
"frozenset({'P23588', 'IL4', 'O15372'})"
"frozenset({'Q6IQ23', 'IL4', 'Q5JR59'})"
"frozenset({'Q9BZI7', 'Q9H1B4', 'IL4'})"
"frozenset({'O75116', 'P02545', 'IL4'})"
"frozenset({'Q6IPM2', 'IL4', 'Q5JR59'})"
"frozenset({'P05067', 'P48730', 'IL4'})"
"frozenset({'P10914', 'IL4', 'Q9UGP8'})"
"frozenset({'Q5TB30', 'Q08050', 'IL4'})"
"frozenset({'P68400', 'IL4', 'Q02548'})"
"frozenset({'Q6A162', 'IL4', 'Q9H0I2'})"
"frozenset({'Q8N3F0', 'Q15717', 'IL4'})"
"frozenset({'P55884', 'P56537', 'IL4'})"
"frozenset({'Q13542', 'P42345', 'IL4'})"
"frozenset({'O75530', 'IL4', 'P52272'})"
"frozenset({'Q16623', 'P17014', 'IL4'})"
"frozenset({'P62829', 'P61254', 'IL4'})"
"frozenset({'Q9UBD3', 'P25024', 'IL4'})"
"frozenset({'P08133', 'IL4', 'P17252'})"
"frozenset({'P63208', 'IL4', 'Q8N488'})"
"frozenset({'P19320', 'Q01844', 'IL4'})"
"frozenset({'Q14524', 'P46934', 'IL4'})"
