negatives
"frozenset({'O14807', 'EGFR1', 'Q9P2W3'})"
"frozenset({'Q9UBQ7', 'EGFR1', 'P05141'})"
"frozenset({'Q9HA65', 'P48643', 'EGFR1'})"
"frozenset({'Q96A72', 'EGFR1', 'Q5JST6'})"
"frozenset({'P51636', 'EGFR1', 'P35222'})"
"frozenset({'Q92793', 'EGFR1', 'P28069'})"
"frozenset({'Q8IWL3', 'EGFR1', 'O00442'})"
"frozenset({'EGFR1', 'Q9BX84', 'Q7Z406'})"
"frozenset({'Q9P1Q5', 'EGFR1', 'P17612'})"
"frozenset({'P12268', 'P15328', 'EGFR1'})"
"frozenset({'P05067', 'EGFR1', 'Q14181'})"
"frozenset({'Q9UQ84', 'P08571', 'EGFR1'})"
"frozenset({'Q96P53', 'EGFR1', 'P51398'})"
"frozenset({'O75530', 'Q9Y6K1', 'EGFR1'})"
"frozenset({'Q16623', 'EGFR1', 'Q9UEU0'})"
"frozenset({'Q5T0L3', 'Q9Y343', 'EGFR1'})"
"frozenset({'P47755', 'EGFR1', 'Q9BY89'})"
"frozenset({'P45378', 'P54257', 'EGFR1'})"
"frozenset({'Q969V5', 'EGFR1', 'Q7Z434'})"
"frozenset({'Q8N628', 'EGFR1', 'P22694'})"
"frozenset({'O95751', 'O14964', 'EGFR1'})"
"frozenset({'EGFR1', 'P20338', 'Q9UJ41'})"
"frozenset({'P63220', 'EGFR1', 'Q00839'})"
"frozenset({'Q15834', 'Q96BY2', 'EGFR1'})"
"frozenset({'Q9BYU1', 'Q9NZD8', 'EGFR1'})"
"frozenset({'P55036', 'EGFR1', 'Q9Y5U4'})"
"frozenset({'O75396', 'EGFR1', 'Q04323'})"
"frozenset({'EGFR1', 'Q5T753', 'Q9UGC6'})"
"frozenset({'P04626', 'P27701', 'EGFR1'})"
"frozenset({'P39748', 'EGFR1', 'P18858'})"
"frozenset({'EGFR1', 'P78563', 'Q9UKD2'})"
"frozenset({'O43865', 'EGFR1', 'Q9Y6A5'})"
"frozenset({'P04070', 'EGFR1', 'P02776'})"
"frozenset({'Q5T0W9', 'EGFR1', 'Q14BN4'})"
"frozenset({'Q92769', 'P08621', 'EGFR1'})"
"frozenset({'Q9UBN7', 'EGFR1', 'Q9NUU7'})"
"frozenset({'Q8IX90', 'EGFR1', 'Q96BD8'})"
"frozenset({'O43638', 'P56545', 'EGFR1'})"
"frozenset({'Q7L0Q8', 'EGFR1', 'Q9NQZ2'})"
"frozenset({'P98170', 'EGFR1', 'P61088'})"
"frozenset({'P49356', 'P04632', 'EGFR1'})"
"frozenset({'EGFR1', 'O60242', 'P17028'})"
"frozenset({'Q9BXJ5', 'EGFR1', 'O15228'})"
"frozenset({'EGFR1', 'Q01094', 'O43318'})"
"frozenset({'P41279', 'Q99558', 'EGFR1'})"
"frozenset({'P61952', 'P17252', 'EGFR1'})"
"frozenset({'P53779', 'EGFR1', 'Q9Y5K3'})"
"frozenset({'P62987', 'EGFR1', 'P45974'})"
"frozenset({'P14324', 'EGFR1', 'Q9BQC3'})"
"frozenset({'O60563', 'P06400', 'EGFR1'})"
"frozenset({'Q6UXN9', 'EGFR1', 'O15550'})"
"frozenset({'EGFR1', 'Q9HCK4', 'P43146'})"
"frozenset({'P13521', 'EGFR1', 'P01375'})"
"frozenset({'EGFR1', 'Q14511', 'Q05397'})"
"frozenset({'Q02548', 'P20226', 'EGFR1'})"
"frozenset({'Q6P0Q8', 'EGFR1', 'Q9BYE9'})"
"frozenset({'Q8TES7', 'Q9H2G9', 'EGFR1'})"
"frozenset({'P19474', 'Q13547', 'EGFR1'})"
"frozenset({'Q96DR7', 'EGFR1', 'Q9NTG7'})"
"frozenset({'EGFR1', 'Q6IFH4', 'P17612'})"
"frozenset({'Q14149', 'EGFR1', 'P62807'})"
"frozenset({'Q96BR9', 'Q5T619', 'EGFR1'})"
"frozenset({'P11021', 'P41279', 'EGFR1'})"
"frozenset({'P15927', 'EGFR1', 'Q5T3J3'})"
"frozenset({'Q99496', 'EGFR1', 'Q9BWE0'})"
"frozenset({'Q9Y3Q8', 'Q08117', 'EGFR1'})"
"frozenset({'Q9Y5A7', 'EGFR1', 'Q9H8V3'})"
"frozenset({'EGFR1', 'P10398', 'P07900'})"
"frozenset({'O95563', 'Q9Y5U8', 'EGFR1'})"
"frozenset({'Q7L7X3', 'P19544', 'EGFR1'})"
"frozenset({'Q9BVV2', 'EGFR1', 'Q8IZU0'})"
"frozenset({'Q9Y696', 'P14324', 'EGFR1'})"
"frozenset({'Q9UKX5', 'P23229', 'EGFR1'})"
"frozenset({'P01568', 'P23458', 'EGFR1'})"
"frozenset({'Q8IZJ4', 'P11233', 'EGFR1'})"
"frozenset({'O43149', 'Q92561', 'EGFR1'})"
"frozenset({'P10636', 'EGFR1', 'Q96L34'})"
"frozenset({'EGFR1', 'O75367', 'P0C1H6'})"
"frozenset({'P05067', 'EGFR1', 'P28070'})"
"frozenset({'Q96IX9', 'EGFR1', 'Q12933'})"
"frozenset({'Q08AM6', 'Q9NSB4', 'EGFR1'})"
"frozenset({'Q8TCQ1', 'P06213', 'EGFR1'})"
"frozenset({'P08648', 'EGFR1', 'P18146'})"
"frozenset({'Q9NZV7', 'EGFR1', 'Q8WW24'})"
"frozenset({'P12270', 'O00422', 'EGFR1'})"
"frozenset({'P48431', 'Q9Y651', 'EGFR1'})"
"frozenset({'Q96MU7', 'Q9P0V9', 'EGFR1'})"
"frozenset({'P62269', 'Q96A35', 'EGFR1'})"
"frozenset({'P05067', 'EGFR1', 'Q9H0U9'})"
"frozenset({'P63220', 'P63167', 'EGFR1'})"
"frozenset({'EGFR1', 'O15357', 'Q99575'})"
"frozenset({'Q9BTZ2', 'EGFR1', 'Q9Y3E2'})"
"frozenset({'Q92993', 'EGFR1', 'P62314'})"
"frozenset({'P0C1Z6', 'EGFR1', 'Q9NNX1'})"
"frozenset({'P38936', 'P10275', 'EGFR1'})"
"frozenset({'O60260', 'EGFR1', 'P02545'})"
"frozenset({'EGFR1', 'Q9BYQ4', 'Q9BYQ0'})"
"frozenset({'Q15714', 'P21246', 'EGFR1'})"
"frozenset({'EGFR1', 'P12757', 'P78317'})"
"frozenset({'P11171', 'EGFR1', 'P24534'})"
"frozenset({'O95155', 'Q9Y297', 'EGFR1'})"
"frozenset({'Q9NVS2', 'EGFR1', 'Q96PQ6'})"
"frozenset({'P43243', 'Q9Y272', 'EGFR1'})"
"frozenset({'O96013', 'Q38SD2', 'EGFR1'})"
"frozenset({'P55795', 'P42785', 'EGFR1'})"
"frozenset({'Q96IF1', 'EGFR1', 'P12830'})"
"frozenset({'EGFR1', 'Q96SQ5', 'Q86Z20'})"
"frozenset({'P27216', 'EGFR1', 'Q96DH6'})"
"frozenset({'Q14694', 'EGFR1', 'Q9Y6K9'})"
"frozenset({'O60563', 'EGFR1', 'P23193'})"
"frozenset({'P08670', 'EGFR1', 'P24522'})"
"frozenset({'P40938', 'EGFR1', 'Q9NRD1'})"
"frozenset({'P13987', 'P07358', 'EGFR1'})"
"frozenset({'P27635', 'Q49AN0', 'EGFR1'})"
"frozenset({'EGFR1', 'Q8TBB1', 'O95214'})"
"frozenset({'P31942', 'O95166', 'EGFR1'})"
"frozenset({'P16220', 'P62805', 'EGFR1'})"
"frozenset({'Q13643', 'EGFR1', 'O60216'})"
"frozenset({'Q96GY3', 'EGFR1', 'Q01844'})"
"frozenset({'O75417', 'EGFR1', 'Q9UBZ9'})"
"frozenset({'P61289', 'Q86VQ0', 'EGFR1'})"
"frozenset({'EGFR1', 'Q00444', 'Q969G2'})"
"frozenset({'P40306', 'O95273', 'EGFR1'})"
"frozenset({'Q10570', 'O95793', 'EGFR1'})"
"frozenset({'Q9BWW4', 'P01106', 'EGFR1'})"
"frozenset({'P51692', 'Q9UIQ6', 'EGFR1'})"
"frozenset({'EGFR1', 'P54274', 'P07900'})"
"frozenset({'P10911', 'P61586', 'EGFR1'})"
"frozenset({'Q96AP0', 'P68371', 'EGFR1'})"
"frozenset({'EGFR1', 'Q96PV7', 'P54253'})"
"frozenset({'O43896', 'Q5TCX8', 'EGFR1'})"
"frozenset({'O60684', 'EGFR1', 'Q9Y5K6'})"
"frozenset({'P62873', 'EGFR1', 'Q8NGY2'})"
"frozenset({'P38606', 'P21796', 'EGFR1'})"
"frozenset({'Q9H1B5', 'EGFR1', 'Q9H5K3'})"
"frozenset({'Q6PF06', 'Q86V97', 'EGFR1'})"
"frozenset({'Q9Y4L5', 'P01106', 'EGFR1'})"
"frozenset({'P05067', 'EGFR1', 'O95319'})"
"frozenset({'Q8TCJ0', 'P55036', 'EGFR1'})"
"frozenset({'P05067', 'EGFR1', 'Q8N0X7'})"
"frozenset({'P22607', 'Q99963', 'EGFR1'})"
"frozenset({'Q9NR56', 'O75553', 'EGFR1'})"
"frozenset({'Q10567', 'P55072', 'EGFR1'})"
"frozenset({'Q9Y2J0', 'EGFR1', 'P20336'})"
"frozenset({'Q96GS4', 'O60826', 'EGFR1'})"
"frozenset({'O14980', 'EGFR1', 'P50991'})"
"frozenset({'P62701', 'EGFR1', 'P62263'})"
"frozenset({'P04899', 'EGFR1', 'Q96J02'})"
"frozenset({'Q8N9I9', 'EGFR1', 'Q9NSD9'})"
"frozenset({'P32239', 'P00519', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9H3U1', 'O94966'})"
"frozenset({'P60709', 'EGFR1', 'Q13233'})"
"frozenset({'Q9UNS2', 'EGFR1', 'O00231'})"
"frozenset({'P35998', 'EGFR1', 'Q9UHD9'})"
"frozenset({'Q86V48', 'EGFR1', 'Q9Y2D8'})"
"frozenset({'P23527', 'EGFR1', 'Q71UI9'})"
"frozenset({'P60409', 'EGFR1', 'Q7Z7H3'})"
"frozenset({'O43474', 'EGFR1', 'O15054'})"
"frozenset({'EGFR1', 'P04179', 'P98177'})"
"frozenset({'Q5VZL5', 'EGFR1', 'Q9UBW7'})"
"frozenset({'Q9NYZ3', 'Q96D71', 'EGFR1'})"
"frozenset({'P32302', 'P35626', 'EGFR1'})"
"frozenset({'Q15717', 'EGFR1', 'Q16690'})"
"frozenset({'P59044', 'Q9ULZ3', 'EGFR1'})"
"frozenset({'Q96JN0', 'Q9UIF9', 'EGFR1'})"
"frozenset({'Q9BWF2', 'P61077', 'EGFR1'})"
"frozenset({'Q5HYK7', 'Q96HL8', 'EGFR1'})"
"frozenset({'O75556', 'EGFR1', 'P83916'})"
"frozenset({'P0DJD0', 'EGFR1', 'Q96MT8'})"
"frozenset({'P63215', 'EGFR1', 'P48549'})"
"frozenset({'EGFR1', 'Q15025', 'Q9UJX2'})"
"frozenset({'P43115', 'EGFR1', 'P57678'})"
"frozenset({'EGFR1', 'Q9BYR6', 'Q9NRY6'})"
"frozenset({'Q13087', 'EGFR1', 'Q9UET6'})"
"frozenset({'EGFR1', 'Q9UHF1', 'Q9H2F3'})"
"frozenset({'P05412', 'O95150', 'EGFR1'})"
"frozenset({'Q9UBS0', 'P50990', 'EGFR1'})"
"frozenset({'P13612', 'EGFR1', 'Q5SRE5'})"
"frozenset({'EGFR1', 'P05412', 'P04908'})"
"frozenset({'Q6NUS6', 'Q9Y4L1', 'EGFR1'})"
"frozenset({'Q13535', 'Q9BWU0', 'EGFR1'})"
"frozenset({'Q93034', 'Q12829', 'EGFR1'})"
"frozenset({'P46695', 'EGFR1', 'P50591'})"
"frozenset({'O95758', 'P62826', 'EGFR1'})"
"frozenset({'P56524', 'EGFR1', 'Q9UK80'})"
"frozenset({'Q9P2F8', 'Q9Y2T2', 'EGFR1'})"
"frozenset({'Q2TAL8', 'EGFR1', 'P78424'})"
"frozenset({'Q8NCN4', 'Q2NL82', 'EGFR1'})"
"frozenset({'Q13485', 'EGFR1', 'O43524'})"
"frozenset({'Q8NGI8', 'P38405', 'EGFR1'})"
"frozenset({'EGFR1', 'Q96MW5', 'Q9UID3'})"
"frozenset({'Q96C90', 'EGFR1', 'Q99426'})"
"frozenset({'Q9H1Y0', 'EGFR1', 'P12268'})"
"frozenset({'P15692', 'P04626', 'EGFR1'})"
"frozenset({'EGFR1', 'O60739', 'P62158'})"
"frozenset({'Q9UKS6', 'EGFR1', 'Q96F07'})"
"frozenset({'Q9GZX7', 'P39748', 'EGFR1'})"
"frozenset({'EGFR1', 'Q16695', 'Q92618'})"
"frozenset({'P31749', 'EGFR1', 'P54274'})"
"frozenset({'Q15181', 'Q9H944', 'EGFR1'})"
"frozenset({'Q92930', 'P14923', 'EGFR1'})"
"frozenset({'EGFR1', 'P12955', 'P09622'})"
"frozenset({'P04626', 'EGFR1', 'P35354'})"
"frozenset({'Q96GD4', 'Q8WUF5', 'EGFR1'})"
"frozenset({'O00567', 'EGFR1', 'P41218'})"
"frozenset({'EGFR1', 'Q9H4B4', 'P33241'})"
"frozenset({'Q5TB80', 'Q68CZ1', 'EGFR1'})"
"frozenset({'P05107', 'EGFR1', 'Q13418'})"
"frozenset({'Q8WV44', 'EGFR1', 'Q8WTP8'})"
"frozenset({'P78358', 'EGFR1', 'Q96HA8'})"
"frozenset({'P31152', 'EGFR1', 'P27482'})"
"frozenset({'Q01970', 'Q8NHV4', 'EGFR1'})"
"frozenset({'O00257', 'EGFR1', 'P10276'})"
"frozenset({'P62241', 'P35544', 'EGFR1'})"
"frozenset({'Q13620', 'O00213', 'EGFR1'})"
"frozenset({'Q9ULV1', 'O75581', 'EGFR1'})"
"frozenset({'P62899', 'EGFR1', 'P49207'})"
"frozenset({'P60228', 'EGFR1', 'O75821'})"
"frozenset({'P53701', 'EGFR1', 'O60664'})"
"frozenset({'P01574', 'Q14653', 'EGFR1'})"
"frozenset({'O75396', 'EGFR1', 'Q13428'})"
"frozenset({'O60341', 'P19784', 'EGFR1'})"
"frozenset({'P10275', 'EGFR1', 'P17936'})"
"frozenset({'Q9Y4E1', 'O75436', 'EGFR1'})"
"frozenset({'P22087', 'EGFR1', 'O00541'})"
"frozenset({'O00206', 'EGFR1', 'Q99519'})"
"frozenset({'Q9P2B7', 'Q9UM13', 'EGFR1'})"
"frozenset({'Q15717', 'O95786', 'EGFR1'})"
"frozenset({'Q05682', 'P81274', 'EGFR1'})"
"frozenset({'P55160', 'Q8WUW1', 'EGFR1'})"
"frozenset({'P49321', 'EGFR1', 'Q05397'})"
"frozenset({'P32121', 'P62316', 'EGFR1'})"
"frozenset({'EGFR1', 'Q96EL3', 'P23284'})"
"frozenset({'EGFR1', 'O60493', 'P78318'})"
"frozenset({'Q92985', 'Q13485', 'EGFR1'})"
"frozenset({'EGFR1', 'P63211', 'P08754'})"
"frozenset({'Q14209', 'Q9HCE1', 'EGFR1'})"
"frozenset({'O43852', 'EGFR1', 'P12004'})"
"frozenset({'P26038', 'P13612', 'EGFR1'})"
"frozenset({'P06241', 'EGFR1', 'O75563'})"
"frozenset({'Q9UJW3', 'EGFR1', 'Q14541'})"
"frozenset({'O14975', 'EGFR1', 'P63104'})"
"frozenset({'P12956', 'P04629', 'EGFR1'})"
"frozenset({'Q9UHC6', 'Q9ULJ6', 'EGFR1'})"
"frozenset({'O00505', 'P07910', 'EGFR1'})"
"frozenset({'Q08AD1', 'EGFR1', 'Q5TCX8'})"
"frozenset({'Q15393', 'EGFR1', 'Q9NZR1'})"
"frozenset({'O95218', 'EGFR1', 'O60232'})"
"frozenset({'Q9P2N5', 'EGFR1', 'P05412'})"
"frozenset({'Q00839', 'Q15012', 'EGFR1'})"
"frozenset({'P35610', 'EGFR1', 'Q9Y5E8'})"
"frozenset({'O14976', 'P63010', 'EGFR1'})"
"frozenset({'P05106', 'P35443', 'EGFR1'})"
"frozenset({'P62891', 'EGFR1', 'P32969'})"
"frozenset({'Q9NZL6', 'EGFR1', 'P11234'})"
"frozenset({'C9JRZ8', 'EGFR1', 'Q99714'})"
"frozenset({'P62380', 'EGFR1', 'O60664'})"
"frozenset({'Q13045', 'EGFR1', 'O15259'})"
"frozenset({'P25398', 'EGFR1', 'Q5U5Q3'})"
"frozenset({'Q9UKV8', 'P52597', 'EGFR1'})"
"frozenset({'P14678', 'P51610', 'EGFR1'})"
"frozenset({'P20226', 'Q15717', 'EGFR1'})"
"frozenset({'Q9H4Y5', 'P49773', 'EGFR1'})"
"frozenset({'EGFR1', 'P43307', 'P51858'})"
"frozenset({'Q9BPZ7', 'P31749', 'EGFR1'})"
"frozenset({'O14558', 'Q5JUK2', 'EGFR1'})"
"frozenset({'Q5T0L3', 'P50747', 'EGFR1'})"
"frozenset({'O15294', 'P10636', 'EGFR1'})"
"frozenset({'O43186', 'EGFR1', 'Q9BQY4'})"
"frozenset({'Q9ULZ3', 'EGFR1', 'Q86W26'})"
"frozenset({'Q9BQ89', 'EGFR1', 'Q5VZ89'})"
"frozenset({'Q7Z7F7', 'EGFR1', 'P62266'})"
"frozenset({'O00232', 'EGFR1', 'P01241'})"
"frozenset({'P08151', 'P23443', 'EGFR1'})"
"frozenset({'P40692', 'EGFR1', 'P51805'})"
"frozenset({'Q9NXV2', 'EGFR1', 'Q13618'})"
"frozenset({'P02741', 'EGFR1', 'P19838'})"
"frozenset({'EGFR1', 'P22612', 'Q05397'})"
"frozenset({'Q9Y3C0', 'Q13515', 'EGFR1'})"
"frozenset({'EGFR1', 'Q13315', 'P27694'})"
"frozenset({'P30154', 'EGFR1', 'P67870'})"
"frozenset({'Q96K76', 'EGFR1', 'Q06330'})"
"frozenset({'P06241', 'EGFR1', 'Q9H5I1'})"
"frozenset({'Q6FI81', 'EGFR1', 'Q12792'})"
"frozenset({'P11142', 'Q16543', 'EGFR1'})"
"frozenset({'Q5TA78', 'Q9BTY2', 'EGFR1'})"
"frozenset({'Q9ULK4', 'EGFR1', 'Q71U36'})"
"frozenset({'O60381', 'Q9UKB1', 'EGFR1'})"
"frozenset({'P43243', 'EGFR1', 'Q9Y2Q3'})"
"frozenset({'P01106', 'P01100', 'EGFR1'})"
"frozenset({'O14929', 'Q16777', 'EGFR1'})"
"frozenset({'Q16594', 'EGFR1', 'Q96BN2'})"
"frozenset({'P52298', 'Q16630', 'EGFR1'})"
"frozenset({'Q9NQ66', 'P05129', 'EGFR1'})"
"frozenset({'EGFR1', 'P12757', 'O94885'})"
"frozenset({'P13569', 'P62979', 'EGFR1'})"
"frozenset({'Q16082', 'EGFR1', 'Q15773'})"
"frozenset({'P46109', 'P12314', 'EGFR1'})"
"frozenset({'O76071', 'Q9HAU0', 'EGFR1'})"
"frozenset({'O43586', 'EGFR1', 'P49589'})"
"frozenset({'P36578', 'EGFR1', 'P68104'})"
"frozenset({'EGFR1', 'Q13501', 'P84022'})"
"frozenset({'P06899', 'EGFR1', 'P0C0S5'})"
"frozenset({'Q15678', 'Q96S53', 'EGFR1'})"
"frozenset({'P42680', 'P19174', 'EGFR1'})"
"frozenset({'Q969G3', 'EGFR1', 'Q6NUQ1'})"
"frozenset({'O00213', 'P50552', 'EGFR1'})"
"frozenset({'Q96HC4', 'P57060', 'EGFR1'})"
"frozenset({'P43681', 'Q04917', 'EGFR1'})"
"frozenset({'P78362', 'EGFR1', 'Q6PB30'})"
"frozenset({'P05067', 'EGFR1', 'Q8IWU6'})"
"frozenset({'Q96FF9', 'Q9UBB5', 'EGFR1'})"
"frozenset({'P62269', 'EGFR1', 'Q00653'})"
"frozenset({'EGFR1', 'P35080', 'Q8WXK4'})"
"frozenset({'Q92882', 'O75695', 'EGFR1'})"
"frozenset({'P53708', 'EGFR1', 'P25391'})"
"frozenset({'Q6UWE0', 'EGFR1', 'P07900'})"
"frozenset({'P56524', 'P67775', 'EGFR1'})"
"frozenset({'Q15562', 'EGFR1', 'Q13416'})"
"frozenset({'P04629', 'EGFR1', 'Q9UHR5'})"
"frozenset({'Q6V1X1', 'EGFR1', 'P02778'})"
"frozenset({'Q9BT40', 'EGFR1', 'Q8TBB1'})"
"frozenset({'EGFR1', 'Q96I15', 'Q9Y295'})"
"frozenset({'Q08050', 'O75152', 'EGFR1'})"
"frozenset({'Q13643', 'EGFR1', 'Q9P1U0'})"
"frozenset({'O60684', 'O00358', 'EGFR1'})"
"frozenset({'O75147', 'EGFR1', 'Q16629'})"
"frozenset({'Q9GZT8', 'Q92597', 'EGFR1'})"
"frozenset({'Q9C073', 'Q53SF7', 'EGFR1'})"
"frozenset({'Q96IP4', 'EGFR1', 'Q96KS0'})"
"frozenset({'P04424', 'Q15843', 'EGFR1'})"
"frozenset({'P17947', 'EGFR1', 'P17213'})"
"frozenset({'Q9BSJ2', 'P68371', 'EGFR1'})"
"frozenset({'Q8NA56', 'P18615', 'EGFR1'})"
"frozenset({'Q86Y07', 'EGFR1', 'P50991'})"
"frozenset({'Q08426', 'Q9NRD5', 'EGFR1'})"
"frozenset({'P62805', 'EGFR1', 'P41250'})"
"frozenset({'Q96CW5', 'EGFR1', 'A6NHL2'})"
"frozenset({'P78324', 'Q6A162', 'EGFR1'})"
"frozenset({'P61353', 'EGFR1', 'Q9UQ80'})"
"frozenset({'P40425', 'EGFR1', 'P37198'})"
"frozenset({'O75787', 'O43504', 'EGFR1'})"
"frozenset({'Q9Y3P8', 'EGFR1', 'Q06124'})"
"frozenset({'P25024', 'EGFR1', 'P09341'})"
"frozenset({'Q9Y297', 'EGFR1', 'Q9H6J7'})"
"frozenset({'Q16587', 'P24928', 'EGFR1'})"
"frozenset({'P60763', 'EGFR1', 'Q14185'})"
"frozenset({'O95714', 'EGFR1', 'Q7L8L6'})"
"frozenset({'P49910', 'EGFR1', 'O14641'})"
"frozenset({'Q05209', 'EGFR1', 'P06753'})"
"frozenset({'P11142', 'Q01432', 'EGFR1'})"
"frozenset({'Q96EY1', 'EGFR1', 'Q13233'})"
"frozenset({'P78362', 'EGFR1', 'Q96IV0'})"
"frozenset({'P12318', 'Q9NX46', 'EGFR1'})"
"frozenset({'Q5T619', 'A8MQ03', 'EGFR1'})"
"frozenset({'Q4ZG55', 'Q09472', 'EGFR1'})"
"frozenset({'P23443', 'EGFR1', 'P08047'})"
"frozenset({'Q8IWV7', 'EGFR1', 'Q07817'})"
"frozenset({'Q92905', 'Q9NZJ5', 'EGFR1'})"
"frozenset({'EGFR1', 'P24941', 'P52948'})"
"frozenset({'Q00577', 'EGFR1', 'P62241'})"
"frozenset({'Q01850', 'Q99633', 'EGFR1'})"
"frozenset({'Q9UNL4', 'EGFR1', 'O95251'})"
"frozenset({'Q9NWB7', 'EGFR1', 'Q86WT1'})"
"frozenset({'O00422', 'P01106', 'EGFR1'})"
"frozenset({'Q96BZ8', 'Q12904', 'EGFR1'})"
"frozenset({'P38432', 'Q96CN9', 'EGFR1'})"
"frozenset({'Q9H5J8', 'EGFR1', 'Q9Y3B9'})"
"frozenset({'Q8TE76', 'EGFR1', 'Q13131'})"
"frozenset({'O96017', 'EGFR1', 'Q14974'})"
"frozenset({'Q9Y2I6', 'O75175', 'EGFR1'})"
"frozenset({'P27658', 'EGFR1', 'P02751'})"
"frozenset({'O00422', 'EGFR1', 'Q9BSM1'})"
"frozenset({'P10242', 'Q92993', 'EGFR1'})"
"frozenset({'O14980', 'EGFR1', 'P35222'})"
"frozenset({'EGFR1', 'Q86YR7', 'Q14161'})"
"frozenset({'EGFR1', 'P18124', 'P03372'})"
"frozenset({'Q16790', 'P46782', 'EGFR1'})"
"frozenset({'Q9BWD1', 'Q04323', 'EGFR1'})"
"frozenset({'Q7Z5H3', 'O95273', 'EGFR1'})"
"frozenset({'P56945', 'EGFR1', 'O95433'})"
"frozenset({'Q8IY81', 'Q99733', 'EGFR1'})"
"frozenset({'P39060', 'EGFR1', 'Q86YD3'})"
"frozenset({'O60244', 'EGFR1', 'Q9Y2X0'})"
"frozenset({'P05067', 'EGFR1', 'Q96S79'})"
"frozenset({'Q7Z494', 'O75923', 'EGFR1'})"
"frozenset({'O95644', 'EGFR1', 'P04637'})"
"frozenset({'Q13573', 'EGFR1', 'Q14527'})"
"frozenset({'Q86YV0', 'EGFR1', 'P41219'})"
"frozenset({'Q9BUZ4', 'EGFR1', 'Q96EA4'})"
"frozenset({'EGFR1', 'P02768', 'P05155'})"
"frozenset({'Q9UH17', 'EGFR1', 'Q9NYF8'})"
"frozenset({'Q96CT7', 'EGFR1', 'Q01844'})"
"frozenset({'O75530', 'EGFR1', 'Q9NV06'})"
"frozenset({'P08559', 'O14979', 'EGFR1'})"
"frozenset({'P17275', 'P51679', 'EGFR1'})"
"frozenset({'P62826', 'EGFR1', 'P61970'})"
"frozenset({'Q15303', 'Q12816', 'EGFR1'})"
"frozenset({'Q86UP2', 'P26641', 'EGFR1'})"
"frozenset({'EGFR1', 'O15160', 'Q13064'})"
"frozenset({'Q9NR28', 'O15392', 'EGFR1'})"
"frozenset({'O75143', 'Q96B36', 'EGFR1'})"
"frozenset({'O43795', 'EGFR1', 'Q01968'})"
"frozenset({'Q6NSI1', 'EGFR1', 'P40763'})"
"frozenset({'Q14790', 'EGFR1', 'Q9H4B4'})"
"frozenset({'Q9BYV9', 'Q8NB12', 'EGFR1'})"
"frozenset({'O00471', 'EGFR1', 'Q13882'})"
"frozenset({'P04626', 'EGFR1', 'P07585'})"
"frozenset({'O15144', 'P35579', 'EGFR1'})"
"frozenset({'Q9H1H9', 'EGFR1', 'P27986'})"
"frozenset({'P15336', 'EGFR1', 'P14625'})"
"frozenset({'O95568', 'Q9UHB9', 'EGFR1'})"
"frozenset({'Q9NQS7', 'EGFR1', 'Q53HL2'})"
"frozenset({'Q13310', 'EGFR1', 'Q16526'})"
"frozenset({'Q9BQ95', 'Q9NX14', 'EGFR1'})"
"frozenset({'Q96Q83', 'EGFR1', 'Q9Y230'})"
"frozenset({'P04439', 'EGFR1', 'Q15629'})"
"frozenset({'P16220', 'EGFR1', 'Q7Z444'})"
"frozenset({'P05067', 'EGFR1', 'P35125'})"
"frozenset({'P61289', 'EGFR1', 'Q9P2Z0'})"
"frozenset({'EGFR1', 'Q969Q1', 'P63316'})"
"frozenset({'EGFR1', 'Q9Y3D0', 'Q15773'})"
"frozenset({'Q13625', 'EGFR1', 'P62140'})"
"frozenset({'O75223', 'EGFR1', 'Q96I15'})"
"frozenset({'EGFR1', 'O60271', 'Q12955'})"
"frozenset({'P10242', 'EGFR1', 'O15394'})"
"frozenset({'O94864', 'EGFR1', 'Q9HBJ0'})"
"frozenset({'Q8TCE9', 'Q04864', 'EGFR1'})"
"frozenset({'P31146', 'EGFR1', 'Q8IY31'})"
"frozenset({'P06241', 'EGFR1', 'P50851'})"
"frozenset({'Q05639', 'EGFR1', 'O95602'})"
"frozenset({'Q96AY3', 'P59998', 'EGFR1'})"
"frozenset({'Q9NPL8', 'EGFR1', 'O95169'})"
"frozenset({'Q86SG5', 'Q9HAW8', 'EGFR1'})"
"frozenset({'P61077', 'EGFR1', 'Q8TDB6'})"
"frozenset({'Q5BKU9', 'EGFR1', 'P54098'})"
"frozenset({'P19320', 'P48643', 'EGFR1'})"
"frozenset({'P61968', 'EGFR1', 'P48739'})"
"frozenset({'Q9NY27', 'Q86VU5', 'EGFR1'})"
"frozenset({'P10275', 'EGFR1', 'P18146'})"
"frozenset({'P22059', 'Q96CX2', 'EGFR1'})"
"frozenset({'P35626', 'EGFR1', 'Q8WZ94'})"
"frozenset({'Q96EM0', 'EGFR1', 'Q66K79'})"
"frozenset({'Q8WXE9', 'EGFR1', 'P21333'})"
"frozenset({'O60307', 'Q69YU3', 'EGFR1'})"
"frozenset({'EGFR1', 'O43639', 'Q9H706'})"
"frozenset({'EGFR1', 'P56539', 'P16144'})"
"frozenset({'O95167', 'EGFR1', 'P03923'})"
"frozenset({'P54646', 'Q86YV0', 'EGFR1'})"
"frozenset({'Q9Y232', 'EGFR1', 'P68431'})"
"frozenset({'EGFR1', 'Q99622', 'Q8IXS6'})"
"frozenset({'O15530', 'P12931', 'EGFR1'})"
