negatives
"frozenset({'Q13285', 'IL6', 'P49675'})"
"frozenset({'P36957', 'IL6', 'Q8TDM6'})"
"frozenset({'IL6', 'O60231', 'Q8TDG4'})"
"frozenset({'Q13315', 'IL6', 'Q8NDZ2'})"
"frozenset({'P27105', 'IL6', 'Q01453'})"
"frozenset({'P06241', 'IL6', 'P23759'})"
"frozenset({'P12931', 'IL6', 'Q15464'})"
"frozenset({'IL6', 'Q15717', 'Q92794'})"
"frozenset({'Q8TAQ2', 'P49336', 'IL6'})"
"frozenset({'IL6', 'Q92888', 'Q7L576'})"
"frozenset({'P37173', 'Q969Z4', 'IL6'})"
"frozenset({'IL6', 'P15311', 'Q9NWX5'})"
"frozenset({'IL6', 'P43405', 'P23258'})"
"frozenset({'Q8TAP6', 'IL6', 'Q9NTM9'})"
"frozenset({'Q9UQL6', 'IL6', 'P04843'})"
"frozenset({'IL6', 'Q96QZ7', 'Q8NEY1'})"
"frozenset({'O75461', 'Q92769', 'IL6'})"
"frozenset({'IL6', 'Q00765', 'O75937'})"
"frozenset({'P56945', 'P04626', 'IL6'})"
"frozenset({'IL6', 'P60981', 'P53671'})"
"frozenset({'IL6', 'P30530', 'O14543'})"
"frozenset({'P63165', 'IL6', 'Q13263'})"
"frozenset({'Q7Z2Z2', 'P46060', 'IL6'})"
"frozenset({'IL6', 'Q15788', 'P19474'})"
"frozenset({'O14656', 'IL6', 'Q9UBM7'})"
"frozenset({'P02751', 'P22061', 'IL6'})"
"frozenset({'IL6', 'Q969E2', 'Q00765'})"
"frozenset({'Q9Y698', 'IL6', 'P48058'})"
"frozenset({'O95544', 'IL6', 'P78362'})"
"frozenset({'P43351', 'P07195', 'IL6'})"
"frozenset({'O75822', 'Q6IQ23', 'IL6'})"
"frozenset({'Q09472', 'IL6', 'Q16619'})"
"frozenset({'IL6', 'Q15121', 'Q14790'})"
"frozenset({'IL6', 'Q14533', 'O76015'})"
"frozenset({'IL6', 'P41002', 'P60900'})"
"frozenset({'Q9BZ95', 'IL6', 'O60885'})"
"frozenset({'P61952', 'IL6', 'P01116'})"
"frozenset({'IL6', 'P15884', 'Q92558'})"
"frozenset({'IL6', 'P27487', 'O14920'})"
"frozenset({'Q9UL58', 'P34897', 'IL6'})"
"frozenset({'P29597', 'IL6', 'O14744'})"
"frozenset({'P51553', 'IL6', 'P22307'})"
"frozenset({'IL6', 'P34897', 'Q5R372'})"
"frozenset({'Q9NYS7', 'Q8IVD9', 'IL6'})"
"frozenset({'Q9BSD7', 'IL6', 'Q9Y265'})"
"frozenset({'P60709', 'IL6', 'P51532'})"
"frozenset({'P11940', 'IL6', 'P62249'})"
"frozenset({'IL6', 'P51114', 'Q96MT8'})"
"frozenset({'Q9H2C0', 'IL6', 'P04259'})"
"frozenset({'Q9P270', 'Q5SW79', 'IL6'})"
"frozenset({'Q9ULQ0', 'IL6', 'Q13033'})"
"frozenset({'IL6', 'Q13951', 'Q01196'})"
"frozenset({'P62873', 'Q9UGI9', 'IL6'})"
"frozenset({'Q9H6X2', 'IL6', 'Q96J84'})"
"frozenset({'Q01094', 'Q01892', 'IL6'})"
"frozenset({'Q86VQ0', 'IL6', 'Q86WT1'})"
"frozenset({'IL6', 'Q6P1J9', 'P34932'})"
"frozenset({'O95810', 'IL6', 'Q969G5'})"
"frozenset({'P56524', 'IL6', 'Q03181'})"
"frozenset({'P23497', 'Q9UER7', 'IL6'})"
"frozenset({'IL6', 'Q96DB2', 'O60814'})"
"frozenset({'O95863', 'IL6', 'P11831'})"
"frozenset({'IL6', 'Q92558', 'O94875'})"
"frozenset({'Q96QH2', 'IL6', 'Q96LR5'})"
"frozenset({'P10144', 'IL6', 'P34932'})"
"frozenset({'Q96E29', 'Q8N9I5', 'IL6'})"
"frozenset({'Q6P2H3', 'Q13404', 'IL6'})"
"frozenset({'IL6', 'Q7L1I2', 'Q16787'})"
"frozenset({'Q9Y3D0', 'IL6', 'Q15773'})"
"frozenset({'Q12857', 'IL6', 'P04004'})"
"frozenset({'P00533', 'IL6', 'Q13200'})"
"frozenset({'P54198', 'Q99459', 'IL6'})"
"frozenset({'Q96JH8', 'IL6', 'O15519'})"
"frozenset({'P32322', 'IL6', 'Q7Z465'})"
"frozenset({'IL6', 'Q8WU90', 'O14980'})"
"frozenset({'IL6', 'Q96HD9', 'P45381'})"
"frozenset({'P09914', 'P05161', 'IL6'})"
"frozenset({'IL6', 'P42684', 'Q96PU5'})"
"frozenset({'Q13064', 'Q9Y2B5', 'IL6'})"
"frozenset({'IL6', 'Q00526', 'Q14934'})"
"frozenset({'IL6', 'P15884', 'Q9UL33'})"
"frozenset({'Q9HBH9', 'IL6', 'A6NMX2'})"
"frozenset({'Q13451', 'P78527', 'IL6'})"
"frozenset({'P86481', 'P23769', 'IL6'})"
"frozenset({'O95166', 'Q8TDY2', 'IL6'})"
"frozenset({'Q99942', 'IL6', 'Q9BSR8'})"
"frozenset({'Q9UBU9', 'IL6', 'Q9P015'})"
"frozenset({'Q9NPF4', 'Q9NUY8', 'IL6'})"
"frozenset({'Q96R06', 'Q9BSJ6', 'IL6'})"
"frozenset({'IL6', 'O75081', 'P17542'})"
"frozenset({'IL6', 'P62993', 'P07738'})"
"frozenset({'Q13838', 'IL6', 'Q9UKY1'})"
"frozenset({'IL6', 'Q04725', 'O14607'})"
"frozenset({'Q9BWF3', 'Q96FF9', 'IL6'})"
"frozenset({'Q15672', 'IL6', 'P12830'})"
"frozenset({'Q9NSE2', 'P52333', 'IL6'})"
"frozenset({'IL6', 'Q16629', 'O43395'})"
"frozenset({'Q8IXI1', 'IL6', 'P15882'})"
"frozenset({'IL6', 'P30291', 'Q9UKB1'})"
"frozenset({'IL6', 'Q15788', 'Q92831'})"
"frozenset({'IL6', 'Q6P2C8', 'P24863'})"
"frozenset({'P35219', 'O75427', 'IL6'})"
"frozenset({'Q9Y585', 'O60262', 'IL6'})"
"frozenset({'Q8N543', 'P49917', 'IL6'})"
"frozenset({'P46531', 'P98175', 'IL6'})"
"frozenset({'P02585', 'IL6', 'Q6RFH8'})"
"frozenset({'Q8TDN1', 'P01037', 'IL6'})"
"frozenset({'IL6', 'Q12809', 'P34932'})"
"frozenset({'IL6', 'P22459', 'P22001'})"
"frozenset({'Q96LK0', 'IL6', 'O14617'})"
"frozenset({'P42771', 'P11387', 'IL6'})"
"frozenset({'Q8IVU3', 'IL6', 'P68036'})"
"frozenset({'Q9HCJ0', 'IL6', 'Q92858'})"
"frozenset({'O75175', 'IL6', 'O94986'})"
"frozenset({'P52597', 'Q13315', 'IL6'})"
"frozenset({'IL6', 'P02794', 'O14965'})"
"frozenset({'IL6', 'P98077', 'P06213'})"
"frozenset({'Q96E11', 'IL6', 'O43678'})"
"frozenset({'P62316', 'P67809', 'IL6'})"
"frozenset({'IL6', 'Q9HAF1', 'Q92993'})"
"frozenset({'O95563', 'IL6', 'O60830'})"
"frozenset({'O00206', 'IL6', 'Q9UHV2'})"
"frozenset({'IL6', 'Q9UBX2', 'P34897'})"
"frozenset({'Q99496', 'Q14978', 'IL6'})"
"frozenset({'Q05193', 'P09661', 'IL6'})"
"frozenset({'Q5TGU0', 'Q9NPE6', 'IL6'})"
"frozenset({'Q03405', 'IL6', 'Q9BY14'})"
"frozenset({'Q96LK0', 'IL6', 'Q3YEC7'})"
"frozenset({'Q7Z3T8', 'P84022', 'IL6'})"
"frozenset({'Q99570', 'P62258', 'IL6'})"
"frozenset({'P24941', 'P55795', 'IL6'})"
"frozenset({'Q9BQA5', 'IL6', 'O14561'})"
"frozenset({'Q13363', 'IL6', 'O95600'})"
"frozenset({'IL6', 'Q9H0U6', 'Q9NYK5'})"
"frozenset({'Q13642', 'IL6', 'P03372'})"
"frozenset({'P05412', 'IL6', 'Q8WVM0'})"
"frozenset({'Q96G23', 'Q53GQ0', 'IL6'})"
"frozenset({'P12111', 'P53708', 'IL6'})"
"frozenset({'IL6', 'Q8WW59', 'Q86XE5'})"
"frozenset({'P00533', 'P54368', 'IL6'})"
"frozenset({'Q96SW2', 'IL6', 'P00367'})"
"frozenset({'O00237', 'Q9Y2X8', 'IL6'})"
"frozenset({'O75449', 'IL6', 'P68363'})"
"frozenset({'IL6', 'P09234', 'Q9BRR9'})"
"frozenset({'IL6', 'O15084', 'Q96KM6'})"
"frozenset({'Q5S007', 'P00338', 'IL6'})"
"frozenset({'Q9UJX2', 'IL6', 'Q8N3Z3'})"
"frozenset({'P27348', 'IL6', 'Q75N03'})"
"frozenset({'P51784', 'IL6', 'O43166'})"
"frozenset({'P13797', 'IL6', 'P29401'})"
"frozenset({'Q8N0X7', 'Q16659', 'IL6'})"
"frozenset({'Q01094', 'Q9Y297', 'IL6'})"
"frozenset({'IL6', 'O14773', 'Q8IWL3'})"
"frozenset({'IL6', 'Q15771', 'P41182'})"
"frozenset({'P60709', 'IL6', 'P16871'})"
"frozenset({'Q16082', 'IL6', 'Q8TF27'})"
"frozenset({'P62241', 'IL6', 'Q4U2R6'})"
"frozenset({'Q9Y4K3', 'IL6', 'P29966'})"
"frozenset({'IL6', 'Q8N2W9', 'Q6DJT9'})"
"frozenset({'Q29836', 'IL6', 'P43628'})"
"frozenset({'IL6', 'P23470', 'P22681'})"
"frozenset({'O43294', 'P84022', 'IL6'})"
"frozenset({'P55735', 'IL6', 'Q96EA4'})"
"frozenset({'IL6', 'P05067', 'P62937'})"
"frozenset({'P48739', 'IL6', 'P00441'})"
"frozenset({'P48740', 'P05155', 'IL6'})"
"frozenset({'O60343', 'P39023', 'IL6'})"
"frozenset({'IL6', 'P33778', 'Q16777'})"
"frozenset({'IL6', 'P62277', 'Q96L21'})"
"frozenset({'IL6', 'Q6PF18', 'Q96HA8'})"
"frozenset({'P35226', 'IL6', 'O75525'})"
"frozenset({'IL6', 'Q13043', 'P04406'})"
"frozenset({'P26368', 'Q01844', 'IL6'})"
"frozenset({'O43741', 'IL6', 'Q99471'})"
"frozenset({'IL6', 'Q99593', 'P51532'})"
"frozenset({'Q8NBB4', 'Q15697', 'IL6'})"
"frozenset({'O15230', 'Q13797', 'IL6'})"
"frozenset({'IL6', 'P51532', 'P08047'})"
"frozenset({'O14979', 'IL6', 'Q9NVT9'})"
"frozenset({'IL6', 'Q9H7E9', 'Q7L7X3'})"
"frozenset({'IL6', 'O14827', 'P63211'})"
"frozenset({'IL6', 'Q6PEX3', 'A8MQ03'})"
"frozenset({'Q9Y2S7', 'IL6', 'Q14197'})"
"frozenset({'Q13492', 'O14976', 'IL6'})"
"frozenset({'P60328', 'IL6', 'Q9H9D4'})"
"frozenset({'Q15046', 'IL6', 'P07814'})"
"frozenset({'P05783', 'P98161', 'IL6'})"
"frozenset({'IL6', 'Q13127', 'O14965'})"
"frozenset({'Q13573', 'IL6', 'P23246'})"
"frozenset({'IL6', 'P13612', 'Q12905'})"
"frozenset({'O60506', 'Q9HBT8', 'IL6'})"
"frozenset({'P08238', 'IL6', 'Q9P215'})"
"frozenset({'IL6', 'P14921', 'O94813'})"
"frozenset({'IL6', 'P58317', 'Q8WV44'})"
"frozenset({'IL6', 'P16152', 'A2RUS2'})"
"frozenset({'IL6', 'A0MZ66', 'Q12800'})"
"frozenset({'IL6', 'P54274', 'Q03426'})"
"frozenset({'P46937', 'Q9Y5Y2', 'IL6'})"
"frozenset({'IL6', 'Q01082', 'P10244'})"
"frozenset({'Q08945', 'P13010', 'IL6'})"
"frozenset({'Q92560', 'P61088', 'IL6'})"
"frozenset({'IL6', 'P58012', 'P11511'})"
"frozenset({'IL6', 'Q9NT62', 'Q7Z6Z7'})"
"frozenset({'IL6', 'O75771', 'Q8IYA8'})"
"frozenset({'IL6', 'P60981', 'O00159'})"
"frozenset({'Q99459', 'P24941', 'IL6'})"
"frozenset({'P14678', 'IL6', 'Q8N9N5'})"
"frozenset({'P51858', 'IL6', 'Q9Y5B9'})"
"frozenset({'A1L190', 'Q96ES7', 'IL6'})"
"frozenset({'P27361', 'P14598', 'IL6'})"
"frozenset({'Q9BUB5', 'IL6', 'Q8NI77'})"
"frozenset({'P58546', 'IL6', 'Q8TBX8'})"
"frozenset({'P50222', 'IL6', 'Q9HDC5'})"
"frozenset({'P49716', 'IL6', 'P08047'})"
"frozenset({'P55072', 'IL6', 'Q9Y5Q9'})"
"frozenset({'Q86U38', 'Q9Y5S9', 'IL6'})"
"frozenset({'Q8IUH5', 'IL6', 'P08397'})"
"frozenset({'IL6', 'Q5M775', 'P35579'})"
"frozenset({'P04626', 'IL6', 'P07602'})"
"frozenset({'IL6', 'P39210', 'Q6NUK1'})"
"frozenset({'Q56P03', 'IL6', 'Q9BQ65'})"
"frozenset({'O43236', 'Q8IUQ4', 'IL6'})"
"frozenset({'Q9C0D3', 'IL6', 'P04629'})"
"frozenset({'IL6', 'Q9UBX2', 'P09496'})"
"frozenset({'Q15750', 'Q9UIC8', 'IL6'})"
"frozenset({'P31947', 'IL6', 'Q6P1J9'})"
"frozenset({'Q9UMX0', 'IL6', 'P21741'})"
"frozenset({'P12931', 'IL6', 'P05067'})"
"frozenset({'Q14332', 'IL6', 'P56704'})"
"frozenset({'Q7Z6J0', 'IL6', 'P31946'})"
"frozenset({'IL6', 'Q9UNQ2', 'Q9UL18'})"
"frozenset({'Q9H6Z9', 'IL6', 'Q92889'})"
"frozenset({'IL6', 'Q01201', 'P06493'})"
"frozenset({'P11441', 'IL6', 'Q9H0U4'})"
"frozenset({'Q13398', 'IL6', 'Q9GZM8'})"
"frozenset({'Q13467', 'IL6', 'O14904'})"
"frozenset({'IL6', 'P36873', 'Q9ULW3'})"
"frozenset({'IL6', 'Q12931', 'P61088'})"
"frozenset({'Q15120', 'IL6', 'P46939'})"
"frozenset({'IL6', 'P51788', 'Q8TAD8'})"
"frozenset({'Q5S007', 'Q13330', 'IL6'})"
"frozenset({'Q9BRP8', 'IL6', 'P41091'})"
"frozenset({'P50336', 'Q8WYB5', 'IL6'})"
"frozenset({'P19338', 'P14921', 'IL6'})"
"frozenset({'IL6', 'Q9H4P4', 'Q8TF42'})"
"frozenset({'IL6', 'P17947', 'O43474'})"
"frozenset({'Q15652', 'O76064', 'IL6'})"
"frozenset({'Q01344', 'IL6', 'P05112'})"
"frozenset({'IL6', 'Q15717', 'Q9NRJ4'})"
"frozenset({'IL6', 'Q9UBB9', 'Q8TD31'})"
"frozenset({'Q96BI3', 'IL6', 'O43889'})"
"frozenset({'IL6', 'O43167', 'Q07812'})"
"frozenset({'Q9UQB8', 'IL6', 'P61586'})"
"frozenset({'IL6', 'Q6PD62', 'P16403'})"
"frozenset({'P17844', 'Q9H040', 'IL6'})"
"frozenset({'Q96I34', 'IL6', 'Q9NRX4'})"
"frozenset({'P49411', 'IL6', 'P61020'})"
"frozenset({'Q9H7N4', 'P78362', 'IL6'})"
"frozenset({'Q99873', 'P48552', 'IL6'})"
"frozenset({'IL6', 'O75150', 'Q8WVC0'})"
"frozenset({'O14950', 'P35580', 'IL6'})"
"frozenset({'Q13546', 'IL6', 'Q9NYJ8'})"
"frozenset({'P54284', 'Q9UQM7', 'IL6'})"
"frozenset({'IL6', 'Q13795', 'P43220'})"
"frozenset({'Q9Y478', 'IL6', 'Q9NP71'})"
"frozenset({'IL6', 'P14735', 'P22695'})"
"frozenset({'P00403', 'P51572', 'IL6'})"
"frozenset({'Q8N4Q1', 'IL6', 'P0C7P0'})"
"frozenset({'P48556', 'Q96LY2', 'IL6'})"
"frozenset({'Q9NZL4', 'P11142', 'IL6'})"
"frozenset({'P34931', 'IL6', 'Q13535'})"
"frozenset({'Q13838', 'IL6', 'Q8TBB1'})"
"frozenset({'Q9GZQ8', 'P06576', 'IL6'})"
"frozenset({'P01570', 'IL6', 'P01589'})"
"frozenset({'Q9NQ29', 'IL6', 'Q8TCJ0'})"
"frozenset({'Q92804', 'IL6', 'P35240'})"
"frozenset({'IL6', 'Q9H8S9', 'Q4VCS5'})"
"frozenset({'Q6FI13', 'P68431', 'IL6'})"
"frozenset({'P05000', 'IL6', 'Q6UWB1'})"
"frozenset({'P05412', 'IL6', 'P33176'})"
"frozenset({'P30740', 'IL6', 'Q9NRD1'})"
"frozenset({'IL6', 'P78318', 'Q92597'})"
"frozenset({'P09467', 'IL6', 'P43146'})"
"frozenset({'IL6', 'Q53G59', 'Q71SY5'})"
"frozenset({'Q6AZZ1', 'IL6', 'P10275'})"
"frozenset({'Q5TC82', 'IL6', 'Q9HBD1'})"
"frozenset({'IL6', 'Q9BXI6', 'O14867'})"
"frozenset({'IL6', 'P0DP23', 'Q01201'})"
"frozenset({'IL6', 'Q9BXB1', 'P07477'})"
"frozenset({'IL6', 'Q13469', 'O95644'})"
"frozenset({'P24386', 'IL6', 'Q13636'})"
"frozenset({'P08069', 'O15524', 'IL6'})"
"frozenset({'P56524', 'IL6', 'Q14839'})"
"frozenset({'P55072', 'P01911', 'IL6'})"
"frozenset({'IL6', 'O43852', 'Q9UMR5'})"
"frozenset({'IL6', 'Q9UBX2', 'Q15029'})"
"frozenset({'Q96ER3', 'Q99571', 'IL6'})"
"frozenset({'IL6', 'P11387', 'Q92542'})"
"frozenset({'Q9Y6Y8', 'IL6', 'Q66GS9'})"
"frozenset({'O14757', 'Q13263', 'IL6'})"
"frozenset({'Q15054', 'P26358', 'IL6'})"
"frozenset({'P57078', 'Q13489', 'IL6'})"
"frozenset({'O14640', 'IL6', 'Q9HCP0'})"
"frozenset({'Q5TH69', 'Q96RG2', 'IL6'})"
"frozenset({'Q13007', 'IL6', 'P01574'})"
"frozenset({'Q14166', 'P51668', 'IL6'})"
"frozenset({'P46094', 'IL6', 'P02775'})"
"frozenset({'Q96BK5', 'P50502', 'IL6'})"
"frozenset({'Q9Y320', 'Q9NU53', 'IL6'})"
"frozenset({'P28069', 'Q969G2', 'IL6'})"
"frozenset({'IL6', 'P31943', 'Q52LG2'})"
"frozenset({'IL6', 'Q9HCK8', 'Q9Y5B0'})"
"frozenset({'IL6', 'P35609', 'P28062'})"
"frozenset({'IL6', 'P60033', 'P16402'})"
"frozenset({'Q5JU00', 'IL6', 'Q9UEY8'})"
"frozenset({'IL6', 'P02458', 'Q13087'})"
"frozenset({'IL6', 'P53634', 'Q7Z3E5'})"
"frozenset({'IL6', 'Q86Y82', 'Q16594'})"
"frozenset({'Q9NYW8', 'IL6', 'P06400'})"
"frozenset({'IL6', 'Q16401', 'P41134'})"
"frozenset({'IL6', 'Q08379', 'Q99633'})"
"frozenset({'Q9BTV4', 'IL6', 'Q96T76'})"
"frozenset({'Q8TAP6', 'IL6', 'Q96JN8'})"
"frozenset({'Q9UN30', 'IL6', 'Q9HC52'})"
"frozenset({'Q96EE3', 'IL6', 'Q9NRG9'})"
"frozenset({'IL6', 'Q9NRY4', 'Q15323'})"
"frozenset({'IL6', 'P18206', 'Q15124'})"
"frozenset({'Q9HCE7', 'Q9H6K1', 'IL6'})"
"frozenset({'IL6', 'Q92769', 'Q8WWY6'})"
"frozenset({'A1A5C7', 'P26371', 'IL6'})"
"frozenset({'IL6', 'P62280', 'P62269'})"
"frozenset({'O15355', 'IL6', 'P19484'})"
"frozenset({'IL6', 'Q9P2K3', 'Q08379'})"
"frozenset({'IL6', 'Q8ND90', 'Q15560'})"
"frozenset({'Q9NZJ7', 'IL6', 'P45880'})"
"frozenset({'IL6', 'P21333', 'O15259'})"
"frozenset({'O43615', 'Q9UKY7', 'IL6'})"
"frozenset({'IL6', 'Q96FX2', 'Q8WWB5'})"
"frozenset({'P62136', 'B7ZBB8', 'IL6'})"
"frozenset({'IL6', 'Q99471', 'Q08209'})"
"frozenset({'Q16548', 'IL6', 'P20226'})"
"frozenset({'IL6', 'Q8IWL3', 'Q9UK99'})"
"frozenset({'P00533', 'IL6', 'Q9NZM3'})"
"frozenset({'Q13573', 'IL6', 'Q13042'})"
"frozenset({'IL6', 'Q6PEX3', 'Q3LI66'})"
"frozenset({'IL6', 'O95249', 'Q8NBU5'})"
"frozenset({'Q6ZTW0', 'Q6ZU80', 'IL6'})"
"frozenset({'Q5BJF6', 'IL6', 'Q9H6D7'})"
"frozenset({'Q6R327', 'IL6', 'P61964'})"
"frozenset({'IL6', 'O60674', 'P25025'})"
"frozenset({'IL6', 'Q9NVH1', 'Q8IYS1'})"
"frozenset({'Q13573', 'IL6', 'P98175'})"
"frozenset({'Q16621', 'O15525', 'IL6'})"
"frozenset({'Q14999', 'IL6', 'Q9UK22'})"
"frozenset({'Q9H0W5', 'IL6', 'Q9BY77'})"
"frozenset({'IL6', 'Q9BZV1', 'Q9UNN5'})"
"frozenset({'IL6', 'Q9Y3F4', 'P35268'})"
"frozenset({'Q9GZQ8', 'P46934', 'IL6'})"
"frozenset({'P63165', 'IL6', 'Q96MM3'})"
"frozenset({'Q8NBW4', 'Q6IAA8', 'IL6'})"
"frozenset({'P17535', 'P01100', 'IL6'})"
"frozenset({'IL6', 'P56537', 'Q99848'})"
"frozenset({'Q13315', 'IL6', 'Q9UPZ3'})"
"frozenset({'Q16531', 'IL6', 'Q8N6T7'})"
"frozenset({'IL6', 'Q9Y6I9', 'P85037'})"
"frozenset({'Q9H444', 'IL6', 'Q641Q3'})"
"frozenset({'Q9UHF7', 'O14519', 'IL6'})"
"frozenset({'O14874', 'IL6', 'O14498'})"
"frozenset({'Q14257', 'IL6', 'O14654'})"
"frozenset({'IL6', 'Q13309', 'Q00653'})"
"frozenset({'IL6', 'O60404', 'P25098'})"
"frozenset({'P36578', 'P56537', 'IL6'})"
"frozenset({'P62847', 'IL6', 'P56537'})"
"frozenset({'O95166', 'Q99569', 'IL6'})"
"frozenset({'IL6', 'O43896', 'Q9UPQ3'})"
"frozenset({'IL6', 'P84103', 'Q92520'})"
"frozenset({'P35240', 'IL6', 'P26373'})"
"frozenset({'O15151', 'Q96PM5', 'IL6'})"
"frozenset({'IL6', 'Q6STE5', 'Q68CP9'})"
"frozenset({'Q9NRX3', 'IL6', 'P22694'})"
"frozenset({'P04629', 'IL6', 'Q92922'})"
"frozenset({'IL6', 'P67809', 'O95292'})"
"frozenset({'P37173', 'Q9NPB6', 'IL6'})"
"frozenset({'Q8N684', 'IL6', 'P19320'})"
"frozenset({'IL6', 'Q9UBI6', 'P30939'})"
"frozenset({'Q02809', 'IL6', 'Q8NBJ5'})"
"frozenset({'IL6', 'O95340', 'P05067'})"
"frozenset({'P21675', 'IL6', 'Q93079'})"
"frozenset({'IL6', 'Q15527', 'P14373'})"
"frozenset({'Q13765', 'IL6', 'P04629'})"
"frozenset({'P08069', 'O00459', 'IL6'})"
"frozenset({'IL6', 'O60260', 'Q96EY7'})"
"frozenset({'Q14141', 'IL6', 'P04183'})"
"frozenset({'IL6', 'Q9H832', 'O14980'})"
"frozenset({'Q12933', 'IL6', 'Q8IV13'})"
"frozenset({'Q9P0L0', 'IL6', 'Q9NRD1'})"
"frozenset({'Q93050', 'IL6', 'Q6NUS6'})"
"frozenset({'IL6', 'Q92764', 'Q9NSB4'})"
"frozenset({'IL6', 'P51617', 'Q13501'})"
"frozenset({'IL6', 'O75380', 'Q13387'})"
"frozenset({'IL6', 'Q01826', 'Q06330'})"
"frozenset({'IL6', 'Q92731', 'Q9UJX4'})"
"frozenset({'IL6', 'P55854', 'Q9Y6X2'})"
"frozenset({'Q13838', 'IL6', 'P22695'})"
"frozenset({'Q9Y3D7', 'O60830', 'IL6'})"
"frozenset({'IL6', 'P22694', 'Q6IEY1'})"
"frozenset({'Q08881', 'Q92569', 'IL6'})"
"frozenset({'P51398', 'IL6', 'Q13595'})"
"frozenset({'O60828', 'IL6', 'O43711'})"
"frozenset({'O75822', 'P56537', 'IL6'})"
"frozenset({'Q9NRC8', 'IL6', 'Q8WWQ0'})"
"frozenset({'O14798', 'IL6', 'P04637'})"
"frozenset({'P42858', 'P63000', 'IL6'})"
"frozenset({'IL6', 'Q9Y5J5', 'O00159'})"
"frozenset({'Q8WXW3', 'IL6', 'P34897'})"
"frozenset({'IL6', 'P18084', 'P30101'})"
"frozenset({'Q6UVJ0', 'Q9BQS8', 'IL6'})"
"frozenset({'P62263', 'IL6', 'P61313'})"
"frozenset({'IL6', 'Q5SVZ6', 'O14965'})"
"frozenset({'IL6', 'P22694', 'Q8NGK1'})"
"frozenset({'P06280', 'IL6', 'P55010'})"
"frozenset({'Q9Y5S9', 'IL6', 'P46939'})"
"frozenset({'Q05BQ5', 'Q6PIV2', 'IL6'})"
"frozenset({'Q9NZ43', 'Q9UFG5', 'IL6'})"
"frozenset({'P11182', 'O43837', 'IL6'})"
"frozenset({'IL6', 'P62306', 'P51858'})"
"frozenset({'P48059', 'Q9HBI0', 'IL6'})"
"frozenset({'P37173', 'IL6', 'P09486'})"
"frozenset({'IL6', 'P37231', 'O14980'})"
"frozenset({'P0CI25', 'P54132', 'IL6'})"
"frozenset({'Q6PK04', 'IL6', 'P62917'})"
"frozenset({'Q9UBU8', 'Q68DK7', 'IL6'})"
"frozenset({'IL6', 'Q8NF50', 'O00716'})"
"frozenset({'IL6', 'Q99571', 'Q15842'})"
"frozenset({'IL6', 'P23634', 'Q4KMG9'})"
"frozenset({'Q86VZ1', 'IL6', 'Q8TF66'})"
"frozenset({'Q9BRX9', 'IL6', 'P78371'})"
"frozenset({'P27986', 'Q8IUH5', 'IL6'})"
"frozenset({'P46108', 'P21802', 'IL6'})"
"frozenset({'P04196', 'A8MQ03', 'IL6'})"
"frozenset({'IL6', 'Q96QS6', 'Q13432'})"
"frozenset({'P42771', 'Q00839', 'IL6'})"
"frozenset({'IL6', 'Q9ULK5', 'Q16512'})"
"frozenset({'IL6', 'O43592', 'Q86UY6'})"
"frozenset({'Q9BPX5', 'O15145', 'IL6'})"
"frozenset({'O14745', 'IL6', 'P48200'})"
"frozenset({'P38405', 'Q8NGL2', 'IL6'})"
"frozenset({'IL6', 'P53985', 'P0C7P0'})"
"frozenset({'P67775', 'IL6', 'Q06203'})"
"frozenset({'IL6', 'P25205', 'P01889'})"
"frozenset({'P08670', 'Q5UIP0', 'IL6'})"
"frozenset({'Q16665', 'IL6', 'P09958'})"
"frozenset({'Q02410', 'IL6', 'P61764'})"
"frozenset({'Q9UBG3', 'IL6', 'Q12931'})"
"frozenset({'IL6', 'P26678', 'P17612'})"
"frozenset({'IL6', 'Q8IUQ4', 'Q9UJX2'})"
"frozenset({'P07237', 'IL6', 'Q99832'})"
"frozenset({'Q9BYC9', 'IL6', 'Q9HD33'})"
"frozenset({'IL6', 'Q15276', 'Q8TD31'})"
"frozenset({'Q92574', 'IL6', 'Q16539'})"
"frozenset({'Q15751', 'IL6', 'Q13895'})"
"frozenset({'IL6', 'Q6DKK2', 'P30085'})"
"frozenset({'IL6', 'Q63HR2', 'Q3MIX3'})"
"frozenset({'IL6', 'O75448', 'Q9H668'})"
"frozenset({'IL6', 'P49642', 'P78406'})"
"frozenset({'Q15038', 'IL6', 'Q96HB5'})"
"frozenset({'P23497', 'Q9P0U3', 'IL6'})"
"frozenset({'IL6', 'P42766', 'P60866'})"
"frozenset({'Q5T653', 'Q96AE4', 'IL6'})"
"frozenset({'IL6', 'P24752', 'Q9Y6E7'})"
"frozenset({'Q9P2J5', 'Q9BS26', 'IL6'})"
"frozenset({'O95182', 'IL6', 'O95299'})"
"frozenset({'IL6', 'Q9NVX0', 'P11021'})"
"frozenset({'O15020', 'P21333', 'IL6'})"
"frozenset({'P07355', 'P21860', 'IL6'})"
"frozenset({'Q96DT7', 'IL6', 'O75643'})"
"frozenset({'IL6', 'P22612', 'Q8NGI3'})"
"frozenset({'Q8NHV4', 'IL6', 'Q9BUN8'})"
"frozenset({'P19086', 'IL6', 'O43665'})"
"frozenset({'IL6', 'P31153', 'P13639'})"
"frozenset({'P42858', 'IL6', 'O95243'})"
"frozenset({'Q8NAP3', 'IL6', 'Q96EY7'})"
